FlowID,SourceIP,DestinationIP,SourcePort,DestinationPort,Protocol,TxPackets,RxPackets,TxBytes,RxBytes,LostPackets,TimesForwarded,DelaySum_s,JitterSum_s,TimeFirstTx_s,TimeLastTx_s,TimeFirstRx_s,TimeLastRx_s,MeanDelay(s),MeanJitter(s),MeanTxPktSize(bytes),MeanRxPktSize(bytes),txDuration(s),rxDuration(s),MeanTxBitrate(bps),MeanRxBitrate(bps),MeanHopCount,PacketLossRatio
1,10.1.1.1,10.1.1.2,49153,9,UDP,16,16,24448,24448,0,0,1.99731,0,2,9.5,2.12483,9.62483,0.124832,0,1528,1528,7.5,7.5,26077.9,26077.9,1,0,
2,10.1.1.2,10.1.1.1,9,49153,UDP,16,16,24448,24448,0,0,1.99731,0,2.12483,9.62483,2.24966,9.74966,0.124832,0,1528,1528,7.5,7.5,26077.9,26077.9,1,0,
