FlowID,SourceIP,DestinationIP,SourcePort,DestinationPort,Protocol,TxPackets,RxPackets,TxBytes,RxBytes,LostPackets,TimesForwarded,DelaySum_s,JitterSum_s,TimeFirstTx_s,TimeLastTx_s,TimeFirstRx_s,TimeLastRx_s,MeanDelay(s),MeanJitter(s),MeanTxPktSize(bytes),MeanRxPktSize(bytes),txDuration(s),rxDuration(s),MeanTxBitrate(bps),MeanRxBitrate(bps),MeanHopCount,PacketLossRatio
1,10.1.1.1,10.1.1.2,49153,9,UDP,30,30,31560,31560,0,0,6.0253,0,2,3.45,2.20084,3.65084,0.200843,0,1052,1052,1.45,1.45,174124,174124,1,0,
2,10.1.1.2,10.1.1.1,9,49153,UDP,30,30,31560,31560,0,0,6.0253,0,2.20084,3.65084,2.40169,3.85169,0.200843,0,1052,1052,1.45,1.45,174124,174124,1,0,
