FlowID,SourceIP,DestinationIP,SourcePort,DestinationPort,Protocol,TxPackets,RxPackets,TxBytes,RxBytes,LostPackets,TimesForwarded,DelaySum_s,JitterSum_s,TimeFirstTx_s,TimeLastTx_s,TimeFirstRx_s,TimeLastRx_s,MeanDelay(s),MeanJitter(s),MeanTxPktSize(bytes),MeanRxPktSize(bytes),txDuration(s),rxDuration(s),MeanTxBitrate(bps),MeanRxBitrate(bps),MeanHopCount,PacketLossRatio
1,10.1.1.1,10.1.1.2,49153,9,UDP,40,40,42080,42080,0,0,23.3728,0,2,9.8,2.58432,10.3843,0.58432,0,1052,1052,7.8,7.8,43159,43159,1,0,
2,10.1.1.2,10.1.1.1,9,49153,UDP,38,38,39976,39976,0,0,22.2042,0,2.58432,9.98432,3.16864,10.5686,0.58432,0,1052,1052,7.4,7.4,43217.3,43217.3,1,0,
