Time(s)	TrafficType	Size(Bytes)	numb_flow
51.8726	voip	40	1
51.8738	gaming	85	1
51.8785	ftp	536	1
51.8832	ftp	536	1
51.8879	ftp	536	1
51.8887	voip	40	2
51.8934	ftp	536	1
51.8981	ftp	536	1
51.8989	voip	40	1
51.9036	ftp	536	1
51.9083	ftp	536	1
51.9091	voip	40	2
51.9113	gaming	224	2
51.916	ftp	536	1
51.9207	ftp	536	1
51.9215	voip	40	1
51.9231	gaming	145	1
51.9278	ftp	536	1
51.9325	ftp	536	1
51.9333	voip	40	2
51.938	ftp	536	1
51.9427	ftp	536	1
51.9451	video	250	1
51.9459	voip	40	1
51.9506	ftp	536	1
51.9553	ftp	536	1
51.9561	video	40	1
51.9608	ftp	536	1
51.9655	ftp	536	1
51.9679	video	250	1
51.9687	voip	40	2
51.9702	video	138	1
51.9718	video	140	1
51.9765	ftp	536	1
51.9812	ftp	536	1
51.9824	video	88	1
51.9831	voip	40	1
51.985	gaming	183	2
51.9897	ftp	536	1
51.9944	ftp	536	1
51.9972	gaming	285	1
51.9979	video	42	1
51.9995	video	147	1
52.0003	video	42	1
52.0017	video	118	1
52.0027	video	77	1
52.0035	voip	40	2
52.0042	voip	40	1
52.0089	ftp	536	1
52.01	video	73	1
52.0108	video	46	1
52.0115	video	43	1
52.0127	video	89	1
52.0134	voip	40	2
52.0145	video	85	1
52.0155	video	67	1
52.0166	gaming	82	2
52.0174	voip	40	1
52.0221	ftp	536	1
52.0268	ftp	536	1
52.0315	ftp	536	1
52.0326	video	87	1
52.0355	gaming	301	1
52.0363	video	51	1
52.0371	voip	40	2
52.0381	video	73	1
52.0428	ftp	536	1
52.0475	ftp	536	1
52.0483	voip	40	1
52.053	ftp	536	1
52.0577	ftp	536	1
52.0624	ftp	536	1
52.0672	ftp	536	1
52.0719	ftp	536	1
52.0766	ftp	536	1
52.0774	voip	40	2
52.0821	ftp	536	1
52.0868	ftp	536	1
52.0875	voip	40	1
52.0892	gaming	149	2
52.0905	gaming	114	1
52.0952	ftp	536	1
52.1	ftp	536	1
52.1007	voip	40	2
52.1015	voip	40	1
52.1062	ftp	536	1
52.1109	ftp	536	1
52.1156	ftp	536	1
52.1203	ftp	536	1
52.1211	voip	40	2
52.1258	ftp	536	1
52.1305	ftp	536	1
52.1313	voip	40	1
52.136	ftp	536	1
52.1407	ftp	536	1
52.1417	video	69	1
52.1431	gaming	119	2
52.1439	video	43	1
52.1455	video	156	1
52.1464	video	53	1
52.1472	voip	40	2
52.1519	ftp	536	1
52.1566	ftp	536	1
52.1576	video	72	1
52.1592	gaming	141	1
52.1639	ftp	536	1
52.1686	ftp	536	1
52.1694	voip	40	1
52.1707	video	114	1
52.1754	ftp	536	1
52.1801	ftp	536	1
52.181	video	48	1
52.1818	video	47	1
52.1825	voip	40	2
52.1833	voip	40	1
52.188	ftp	536	1
52.189	video	70	1
52.1937	ftp	536	1
52.1949	gaming	95	2
52.1966	video	156	1
52.1974	video	52	1
52.1989	video	130	1
52.1997	video	53	1
52.2014	video	154	1
52.2022	voip	40	2
52.2041	gaming	188	1
52.2049	voip	40	1
52.2096	ftp	536	1
52.2143	ftp	536	1
52.2156	video	109	1
52.2165	video	62	1
52.219	video	250	1
52.2198	video	48	1
52.2206	video	48	1
52.2213	voip	40	2
52.2228	gaming	127	2
52.2235	voip	40	1
52.2283	ftp	536	1
52.229	voip	40	2
52.2337	ftp	536	1
52.2353	gaming	138	1
52.236	voip	40	1
52.2371	video	76	1
52.2418	ftp	536	1
52.2465	ftp	536	1
52.2512	ftp	536	1
52.2559	ftp	536	1
52.2607	ftp	536	1
52.2654	ftp	536	1
52.2701	ftp	536	1
52.2748	ftp	536	1
52.2756	voip	40	2
52.2803	ftp	536	1
52.285	ftp	536	1
52.2858	voip	40	1
52.2905	ftp	536	1
52.2952	ftp	536	1
52.2971	gaming	184	2
52.3018	ftp	536	1
52.3065	ftp	536	1
52.3073	voip	40	2
52.3081	voip	40	1
52.3128	ftp	536	1
52.3175	ftp	536	1
52.3186	gaming	88	1
52.3233	ftp	536	1
52.3281	ftp	536	1
52.3288	voip	40	2
52.3335	ftp	536	1
52.3383	ftp	536	1
52.339	voip	40	1
52.3399	video	51	1
52.3446	ftp	536	1
52.3493	ftp	536	1
52.3501	video	46	1
52.3515	video	116	1
52.3562	ftp	536	1
52.3609	ftp	536	1
52.3624	gaming	135	2
52.3632	voip	40	2
52.3656	video	250	1
52.3674	video	172	1
52.3681	voip	40	1
52.3729	ftp	536	1
52.3776	ftp	536	1
52.3798	gaming	226	1
52.3818	video	198	1
52.3843	video	250	1
52.3852	video	58	1
52.3899	ftp	536	1
52.3946	ftp	536	1
52.3993	ftp	536	1
52.4001	voip	40	2
52.4006	voip	15	1
52.4016	video	69	1
52.4029	video	112	1
52.4042	video	105	1
52.4089	ftp	536	1
52.4137	ftp	536	1
52.4145	video	47	1
52.4192	ftp	536	1
52.4199	voip	40	2
52.4211	gaming	93	2
52.4221	video	71	1
52.4232	video	85	1
52.424	video	46	1
52.4255	gaming	128	1
52.4262	voip	40	2
52.427	video	43	1
52.4294	video	250	1
52.4342	ftp	536	1
52.4349	video	43	1
52.4397	ftp	536	1
52.4444	ftp	536	1
52.4491	ftp	536	1
52.4515	video	250	1
52.4525	video	70	1
52.4572	ftp	536	1
52.462	ftp	536	1
52.4627	voip	40	2
52.4674	ftp	536	1
52.4722	ftp	536	1
52.4769	ftp	536	1
52.4816	ftp	536	1
52.4836	gaming	193	2
52.4883	ftp	536	1
52.493	ftp	536	1
52.4938	voip	40	2
52.4955	gaming	167	1
52.5003	ftp	536	1
52.505	ftp	536	1
52.5057	voip	40	2
52.5104	ftp	536	1
52.5152	ftp	536	1
52.5165	gaming	110	2
52.5212	ftp	536	1
52.5259	ftp	536	1
52.5306	ftp	536	1
52.5354	ftp	536	1
52.5361	voip	40	2
52.5408	ftp	536	1
52.5455	ftp	536	1
52.5473	gaming	167	1
52.5479	voip	15	1
52.5526	ftp	536	1
52.5573	ftp	536	1
52.5581	video	51	1
52.56	video	181	1
52.5611	video	74	1
52.5658	ftp	536	1
52.5705	ftp	536	1
52.5729	video	250	1
52.5737	voip	40	2
52.5755	video	173	1
52.5762	video	40	1
52.581	ftp	536	1
52.5857	ftp	536	1
52.5874	video	155	1
52.5888	gaming	124	2
52.5895	video	40	1
52.5943	ftp	536	1
52.599	ftp	536	1
52.6001	video	82	1
52.6008	voip	40	2
52.6016	video	40	1
52.6063	ftp	536	1
52.611	ftp	536	1
52.6118	video	48	1
52.6165	ftp	536	1
52.6213	ftp	536	1
52.6226	gaming	115	1
52.6234	video	45	1
52.6245	video	85	1
52.6257	video	97	1
52.6304	ftp	536	1
52.6352	ftp	536	1
52.6359	voip	40	2
52.6406	ftp	536	1
52.6454	ftp	536	1
52.6478	video	250	1
52.65	video	227	1
52.6511	video	85	1
52.6528	video	155	1
52.6539	gaming	76	2
52.6547	video	53	1
52.6555	voip	40	2
52.6563	video	46	1
52.661	ftp	536	1
52.6657	ftp	536	1
52.6704	ftp	536	1
52.6751	ftp	536	1
52.6769	gaming	169	1
52.6777	voip	40	2
52.6824	ftp	536	1
52.6871	ftp	536	1
52.6918	ftp	536	1
52.6966	ftp	536	1
52.6973	voip	40	2
52.6992	gaming	179	2
52.7039	ftp	536	1
52.7086	ftp	536	1
52.7092	voip	15	1
52.7105	gaming	112	1
52.7152	ftp	536	1
52.7199	ftp	536	1
52.7207	voip	40	2
52.7254	ftp	536	1
52.7301	ftp	536	1
52.7349	ftp	536	1
52.7396	ftp	536	1
52.7403	video	42	1
52.7411	voip	40	2
52.7458	ftp	536	1
52.7505	ftp	536	1
52.7515	video	70	1
52.7524	video	50	1
52.7538	gaming	129	1
52.755	gaming	90	2
52.7597	ftp	536	1
52.7644	ftp	536	1
52.7657	video	101	1
52.7681	video	250	1
52.7703	video	219	1
52.775	ftp	536	1
52.7797	ftp	536	1
52.7805	video	51	1
52.7813	voip	40	2
52.7821	video	42	1
52.7868	ftp	536	1
52.7915	ftp	536	1
52.7925	video	68	1
52.7934	video	63	1
52.7943	video	53	1
52.799	ftp	536	1
52.8037	ftp	536	1
52.8047	video	75	1
52.8056	video	57	1
52.8064	voip	40	2
52.8111	ftp	536	1
52.8158	ftp	536	1
52.8167	video	50	1
52.8178	video	91	1
52.8225	ftp	536	1
52.8273	ftp	536	1
52.8285	gaming	98	2
52.8309	video	250	1
52.8356	ftp	536	1
52.8403	ftp	536	1
52.8409	voip	15	2
52.8433	video	250	1
52.8449	gaming	138	1
52.8461	video	94	1
52.8508	ftp	536	1
52.8555	ftp	536	1
52.857	video	129	1
52.8594	video	250	1
52.8641	ftp	536	1
52.8688	ftp	536	1
52.8704	gaming	144	2
52.8751	ftp	536	1
52.8799	ftp	536	1
52.8806	voip	40	1
52.8853	ftp	536	1
52.89	ftp	536	1
52.8911	gaming	79	1
52.8958	ftp	536	1
52.9005	ftp	536	1
52.9013	voip	40	1
52.906	ftp	536	1
52.9107	ftp	536	1
52.9155	ftp	536	1
52.9202	ftp	536	1
52.9219	gaming	166	2
52.9227	voip	40	1
52.9274	ftp	536	1
52.9321	ftp	536	1
52.9369	ftp	536	1
52.9416	ftp	536	1
52.9428	gaming	100	1
52.9436	voip	40	1
52.9444	video	52	1
52.9491	ftp	536	1
52.9538	ftp	536	1
52.9551	video	98	1
52.9566	video	140	1
52.9613	ftp	536	1
52.9661	ftp	536	1
52.9669	video	49	1
52.9677	video	45	1
52.9724	ftp	536	1
52.9771	ftp	536	1
52.9782	gaming	80	2
52.9789	voip	40	1
52.9797	video	42	1
52.9844	ftp	536	1
52.9891	ftp	536	1
52.9897	voip	15	2
52.9906	video	60	1
52.9925	gaming	179	1
52.9972	ftp	536	1
53.0019	ftp	536	1
53.0037	video	171	1
53.0045	voip	40	1
53.0092	ftp	536	1
53.0139	ftp	536	1
53.0149	video	67	1
53.0156	video	43	1
53.0204	ftp	536	1
53.0251	ftp	536	1
53.0271	video	195	1
53.0278	voip	40	1
53.0287	video	60	1
53.0335	ftp	536	1
53.0382	ftp	536	1
53.0396	gaming	128	2
53.0408	video	86	1
53.0416	video	51	1
53.0463	ftp	536	1
53.051	ftp	536	1
53.0535	video	250	1
53.0544	video	62	1
53.056	gaming	148	1
53.0568	voip	40	1
53.0581	video	111	1
53.0628	ftp	536	1
53.0675	ftp	536	1
53.07	video	250	1
53.0717	video	161	1
53.0724	video	41	1
53.0772	ftp	536	1
53.0819	ftp	536	1
53.0826	voip	40	1
53.0873	ftp	536	1
53.0921	ftp	536	1
53.0935	gaming	121	2
53.0982	ftp	536	1
53.1029	ftp	536	1
53.1051	gaming	226	1
53.1059	voip	40	1
53.1106	ftp	536	1
53.1153	ftp	536	1
53.1201	ftp	536	1
53.1248	ftp	536	1
53.1255	voip	40	1
53.1303	ftp	536	1
53.135	ftp	536	1
53.1363	gaming	114	2
53.141	ftp	536	1
53.1458	ftp	536	1
53.1463	voip	15	2
53.151	ftp	536	1
53.1557	ftp	536	1
53.1565	voip	40	1
53.1612	ftp	536	1
53.1659	ftp	536	1
53.1676	gaming	148	1
53.17	video	250	1
53.1707	video	40	1
53.1732	video	250	1
53.1779	ftp	536	1
53.1826	ftp	536	1
53.1839	video	104	1
53.1846	voip	40	1
53.1893	ftp	536	1
53.1941	ftp	536	1
53.1949	video	50	1
53.1973	video	250	1
53.2021	ftp	536	1
53.2068	ftp	536	1
53.2083	gaming	131	2
53.209	video	41	1
53.2137	ftp	536	1
53.2185	ftp	536	1
53.2195	video	80	1
53.2203	voip	40	1
53.2214	video	86	1
53.2222	video	50	1
53.223	video	43	1
53.2277	ftp	536	1
53.2324	ftp	536	1
53.2338	gaming	115	1
53.2348	video	73	1
53.2362	video	121	1
53.2381	video	188	1
53.2429	ftp	536	1
53.2476	ftp	536	1
53.2485	video	56	1
53.2492	voip	40	1
53.2501	video	51	1
53.2511	video	74	1
53.2558	ftp	536	1
53.2605	ftp	536	1
53.2616	video	79	1
53.2625	video	57	1
53.2672	ftp	536	1
53.2719	ftp	536	1
53.2738	video	176	1
53.2745	voip	40	1
53.2761	gaming	141	2
53.2808	ftp	536	1
53.2855	ftp	536	1
53.2869	gaming	125	1
53.2917	ftp	536	1
53.2964	ftp	536	1
53.2971	voip	40	1
53.3019	ftp	536	1
53.3066	ftp	536	1
53.3113	ftp	536	1
53.316	ftp	536	1
53.3166	voip	15	2
53.3173	voip	40	1
53.3188	gaming	136	2
53.3236	ftp	536	1
53.3283	ftp	536	1
53.3299	gaming	154	1
53.3347	ftp	536	1
53.3394	ftp	536	1
53.3401	voip	40	1
53.3449	ftp	536	1
53.3496	ftp	536	1
53.3512	video	145	1
53.3559	ftp	536	1
53.3606	ftp	536	1
53.3619	video	110	1
53.363	video	86	1
53.3655	video	250	1
53.3662	voip	40	1
53.3709	ftp	536	1
53.3757	ftp	536	1
53.377	gaming	114	2
53.3794	video	250	1
53.3811	gaming	155	1
53.3824	video	102	1
53.3871	ftp	536	1
53.3918	ftp	536	1
53.3928	video	66	1
53.3951	video	235	1
53.3998	ftp	536	1
53.4045	ftp	536	1
53.4069	video	250	1
53.4077	voip	40	1
53.41	video	236	1
53.4147	ftp	536	1
53.4195	ftp	536	1
53.4204	video	61	1
53.4213	video	57	1
53.4223	video	76	1
53.427	ftp	536	1
53.4317	ftp	536	1
53.4342	video	250	1
53.4354	gaming	104	2
53.4362	voip	40	1
53.4409	ftp	536	1
53.4456	ftp	536	1
53.4471	video	135	1
53.4482	gaming	82	1
53.4529	ftp	536	1
53.4577	ftp	536	1
53.4584	video	40	1
53.4592	video	40	1
53.46	video	45	1
53.4607	voip	40	1
53.4615	video	47	1
53.4662	ftp	536	1
53.471	ftp	536	1
53.4727	video	165	1
53.4774	ftp	536	1
53.4822	ftp	536	1
53.4827	voip	15	2
53.4874	ftp	536	1
53.4921	ftp	536	1
53.4929	voip	40	1
53.4951	gaming	215	2
53.4998	ftp	536	1
53.5045	ftp	536	1
53.5058	gaming	106	1
53.5105	ftp	536	1
53.5152	ftp	536	1
53.516	voip	40	1
53.5207	ftp	536	1
53.5254	ftp	536	1
53.5262	voip	40	1
53.5309	ftp	536	1
53.5356	ftp	536	1
53.5373	gaming	158	2
53.542	ftp	536	1
53.5467	ftp	536	1
53.5486	gaming	177	1
53.5533	ftp	536	1
53.558	ftp	536	1
53.5588	voip	40	1
53.5612	video	250	1
53.5659	ftp	536	1
53.5706	ftp	536	1
53.5714	video	42	1
53.5722	video	41	1
53.573	video	53	1
53.5777	ftp	536	1
53.5825	ftp	536	1
53.5833	video	47	1
53.5853	gaming	196	2
53.586	voip	40	1
53.5872	video	92	1
53.5919	ftp	536	1
53.5966	ftp	536	1
53.5977	video	75	1
53.5986	video	57	1
53.6033	ftp	536	1
53.608	ftp	536	1
53.6087	video	40	1
53.6111	gaming	235	1
53.6128	video	162	1
53.6135	voip	40	1
53.6183	ftp	536	1
53.623	ftp	536	1
53.6239	video	61	1
53.6286	ftp	536	1
53.6333	ftp	536	1
53.6339	voip	15	2
53.6386	ftp	536	1
53.6433	ftp	536	1
53.6443	video	64	1
53.645	voip	40	1
53.6468	gaming	170	2
53.6477	video	53	1
53.6524	ftp	536	1
53.6571	ftp	536	1
53.6579	video	50	1
53.6587	video	42	1
53.6596	video	62	1
53.6618	gaming	212	1
53.6628	video	76	1
53.6636	voip	40	1
53.6683	ftp	536	1
53.673	ftp	536	1
53.675	video	191	1
53.6797	ftp	536	1
53.6844	ftp	536	1
53.6864	video	200	1
53.6876	video	89	1
53.6883	voip	40	1
53.6931	ftp	536	1
53.6978	ftp	536	1
53.6994	gaming	144	2
53.7041	ftp	536	1
53.7088	ftp	536	1
53.7102	gaming	126	1
53.711	voip	40	1
53.7157	ftp	536	1
53.7204	ftp	536	1
53.7251	ftp	536	1
53.7299	ftp	536	1
53.7306	voip	40	1
53.7353	ftp	536	1
53.7401	ftp	536	1
53.7419	gaming	180	2
53.7467	ftp	536	1
53.7514	ftp	536	1
53.7561	ftp	536	1
53.7608	ftp	536	1
53.762	gaming	96	1
53.7628	voip	40	1
53.7675	ftp	536	1
53.7722	ftp	536	1
53.7737	video	129	1
53.7784	ftp	536	1
53.7831	ftp	536	1
53.7837	voip	15	2
53.7844	voip	40	1
53.7868	video	250	1
53.7916	ftp	536	1
53.7963	ftp	536	1
53.7977	gaming	126	2
53.8024	ftp	536	1
53.8072	ftp	536	1
53.8096	video	250	1
53.8119	gaming	233	1
53.8166	ftp	536	1
53.8213	ftp	536	1
53.8221	voip	40	1
53.8229	video	54	1
53.8277	ftp	536	1
53.8324	ftp	536	1
53.8332	video	43	1
53.8341	video	61	1
53.8357	video	149	1
53.8404	ftp	536	1
53.8451	ftp	536	1
53.8459	voip	40	1
53.8469	video	66	1
53.8516	ftp	536	1
53.8563	ftp	536	1
53.8571	video	51	1
53.8596	gaming	255	2
53.8615	video	182	1
53.8662	ftp	536	1
53.8709	ftp	536	1
53.8717	video	40	1
53.8724	voip	40	1
53.8739	video	134	1
53.8747	video	44	1
53.8759	gaming	98	1
53.877	video	76	1
53.8817	ftp	536	1
53.8864	ftp	536	1
53.8874	video	65	1
53.8921	ftp	536	1
53.8968	ftp	536	1
53.8976	video	45	1
53.8984	voip	40	1
53.8995	video	83	1
53.9011	video	156	1
53.9059	ftp	536	1
53.9106	ftp	536	1
53.9115	video	61	1
53.9123	video	45	1
53.9139	gaming	142	2
53.9186	ftp	536	1
53.9233	ftp	536	1
53.9241	voip	40	1
53.9288	ftp	536	1
53.9335	ftp	536	1
53.9353	gaming	171	1
53.94	ftp	536	1
53.9447	ftp	536	1
53.9495	ftp	536	1
53.9502	voip	40	1
53.9508	voip	15	2
53.9555	ftp	536	1
53.9602	ftp	536	1
53.9649	ftp	536	1
53.9696	ftp	536	1
53.9714	gaming	167	2
53.9722	voip	40	1
53.9769	ftp	536	1
53.9816	ftp	536	1
53.9863	ftp	536	1
53.991	ftp	536	1
53.9923	gaming	99	1
53.997	ftp	536	1
54.0017	ftp	536	1
54.0025	voip	40	1
54.0034	video	64	1
54.0081	ftp	536	1
54.0128	ftp	536	1
54.0138	video	61	1
54.0185	ftp	536	1
54.0232	ftp	536	1
54.0244	video	101	1
54.0256	gaming	88	2
54.0263	voip	40	1
54.031	ftp	536	1
54.0358	ftp	536	1
54.0368	video	73	1
54.0378	video	72	1
54.0387	video	63	1
54.0434	ftp	536	1
54.0482	ftp	536	1
54.0489	video	44	1
54.0537	ftp	536	1
54.0584	ftp	536	1
54.0591	video	41	1
54.0599	voip	40	1
54.0615	gaming	150	1
54.063	video	132	1
54.0643	video	108	1
54.069	ftp	536	1
54.0738	ftp	536	1
54.0746	video	47	1
54.0753	video	41	1
54.08	ftp	536	1
54.0848	ftp	536	1
54.0853	voip	15	1
54.0868	gaming	128	2
54.0882	video	119	1
54.0929	ftp	536	1
54.0976	ftp	536	1
54.0992	video	149	1
54.1039	ftp	536	1
54.1087	ftp	536	1
54.1106	video	189	1
54.1112	voip	15	2
54.1121	video	62	1
54.1168	ftp	536	1
54.1215	ftp	536	1
54.124	video	250	1
54.1248	video	47	1
54.1259	gaming	82	1
54.1276	video	165	1
54.1323	ftp	536	1
54.137	ftp	536	1
54.138	video	65	1
54.1394	gaming	125	2
54.1441	ftp	536	1
54.1489	ftp	536	1
54.1536	ftp	536	1
54.1583	ftp	536	1
54.163	ftp	536	1
54.1677	ftp	536	1
54.1725	ftp	536	1
54.1772	ftp	536	1
54.1819	ftp	536	1
54.1866	ftp	536	1
54.1888	gaming	223	1
54.1907	gaming	173	2
54.1954	ftp	536	1
54.2001	ftp	536	1
54.2048	ftp	536	1
54.2095	ftp	536	1
54.2143	ftp	536	1
54.219	ftp	536	1
54.2202	video	97	1
54.2216	video	119	1
54.2263	ftp	536	1
54.231	ftp	536	1
54.2318	video	44	1
54.2323	voip	15	1
54.2331	video	42	1
54.2378	ftp	536	1
54.2426	ftp	536	1
54.244	video	128	1
54.2458	gaming	173	2
54.2505	ftp	536	1
54.2553	ftp	536	1
54.256	video	43	1
54.2608	ftp	536	1
54.2655	ftp	536	1
54.2671	gaming	149	1
54.2677	voip	15	2
54.2686	video	58	1
54.2693	video	44	1
54.2741	ftp	536	1
54.2788	ftp	536	1
54.2796	video	44	1
54.2843	ftp	536	1
54.289	ftp	536	1
54.2937	ftp	536	1
54.2945	video	42	1
54.2969	video	250	1
54.2978	video	55	1
54.2986	video	43	1
54.3033	ftp	536	1
54.308	ftp	536	1
54.309	video	66	1
54.3098	video	51	1
54.3145	ftp	536	1
54.3193	ftp	536	1
54.3208	gaming	141	2
54.3217	video	63	1
54.3265	ftp	536	1
54.3312	ftp	536	1
54.3324	video	96	1
54.3333	video	57	1
54.3347	gaming	124	1
54.3357	video	73	1
54.3404	ftp	536	1
54.3452	ftp	536	1
54.3459	video	42	1
54.3506	ftp	536	1
54.3554	ftp	536	1
54.3601	ftp	536	1
54.3648	ftp	536	1
54.366	gaming	90	2
54.3707	ftp	536	1
54.3754	ftp	536	1
54.3801	ftp	536	1
54.3848	ftp	536	1
54.3862	gaming	113	1
54.3867	voip	15	1
54.3914	ftp	536	1
54.3962	ftp	536	1
54.4009	ftp	536	1
54.4056	ftp	536	1
54.4103	ftp	536	1
54.415	ftp	536	1
54.4156	voip	15	2
54.4203	ftp	536	1
54.425	ftp	536	1
54.4265	gaming	129	1
54.4279	gaming	120	2
54.4326	ftp	536	1
54.4373	ftp	536	1
54.4398	video	250	1
54.4412	video	120	1
54.4459	ftp	536	1
54.4506	ftp	536	1
54.4515	video	58	1
54.4562	ftp	536	1
54.4609	ftp	536	1
54.4622	video	104	1
54.4646	video	250	1
54.4693	ftp	536	1
54.4741	ftp	536	1
54.4761	video	206	1
54.4809	ftp	536	1
54.4856	ftp	536	1
54.4873	video	160	1
54.492	ftp	536	1
54.4967	ftp	536	1
54.4978	gaming	78	1
54.4989	video	87	1
54.5005	gaming	145	2
54.5052	ftp	536	1
54.51	ftp	536	1
54.511	video	76	1
54.5119	video	54	1
54.5128	video	62	1
54.5175	ftp	536	1
54.5222	ftp	536	1
54.5231	video	50	1
54.5244	video	111	1
54.5291	ftp	536	1
54.5338	ftp	536	1
54.5349	video	75	1
54.5359	video	78	1
54.5381	video	218	1
54.5428	ftp	536	1
54.5475	ftp	536	1
54.5522	ftp	536	1
54.5537	gaming	134	1
54.555	video	97	1
54.5559	video	65	1
54.5606	ftp	536	1
54.5653	ftp	536	1
54.5659	voip	15	1
54.5673	gaming	122	2
54.572	ftp	536	1
54.5767	ftp	536	1
54.5775	video	41	1
54.5796	video	209	1
54.5843	ftp	536	1
54.5891	ftp	536	1
54.5938	ftp	536	1
54.5985	ftp	536	1
54.599	voip	15	2
54.6038	ftp	536	1
54.6085	ftp	536	1
54.6096	gaming	91	1
54.6144	ftp	536	1
54.6191	ftp	536	1
54.6203	gaming	92	2
54.625	ftp	536	1
54.6297	ftp	536	1
54.6344	ftp	536	1
54.6391	ftp	536	1
54.6439	ftp	536	1
54.6486	ftp	536	1
54.6533	ftp	536	1
54.658	ftp	536	1
54.6594	gaming	116	1
54.6641	ftp	536	1
54.6688	ftp	536	1
54.67	gaming	95	2
54.6708	video	46	1
54.6755	ftp	536	1
54.6802	ftp	536	1
54.6812	video	71	1
54.6821	video	54	1
54.6832	video	79	1
54.6879	ftp	536	1
54.6926	ftp	536	1
54.6934	video	44	1
54.6981	ftp	536	1
54.7028	ftp	536	1
54.7038	video	72	1
54.7049	video	72	1
54.7058	video	69	1
54.7075	video	151	1
54.7122	ftp	536	1
54.7169	ftp	536	1
54.7187	video	166	1
54.7234	ftp	536	1
54.7281	ftp	536	1
54.7287	voip	15	1
54.7297	video	75	1
54.7313	gaming	147	2
54.7323	video	68	1
54.7336	gaming	106	1
54.7359	video	233	1
54.7406	ftp	536	1
54.7453	ftp	536	1
54.7464	video	84	1
54.7511	ftp	536	1
54.7558	ftp	536	1
54.7606	ftp	536	1
54.7614	video	47	1
54.7619	voip	15	2
54.7666	ftp	536	1
54.7714	ftp	536	1
54.7738	video	250	1
54.7785	ftp	536	1
54.7832	ftp	536	1
54.7841	video	59	1
54.7861	gaming	190	2
54.7881	video	197	1
54.7893	gaming	102	1
54.7941	ftp	536	1
54.7988	ftp	536	1
54.7998	video	74	1
54.8006	video	50	1
54.8054	ftp	536	1
54.8101	ftp	536	1
54.8148	ftp	536	1
54.8195	ftp	536	1
54.8242	ftp	536	1
54.829	ftp	536	1
54.8337	ftp	536	1
54.8384	ftp	536	1
54.8397	gaming	113	1
54.8413	gaming	145	2
54.8461	ftp	536	1
54.8508	ftp	536	1
54.8555	ftp	536	1
54.8602	ftp	536	1
54.8649	ftp	536	1
54.8697	ftp	536	1
54.8744	ftp	536	1
54.8791	ftp	536	1
54.8796	voip	15	1
54.8844	ftp	536	1
54.8891	ftp	536	1
54.8904	video	115	1
54.8912	video	44	1
54.8921	video	53	1
54.8968	ftp	536	1
54.9015	ftp	536	1
54.9028	gaming	107	1
54.9036	video	41	1
54.9054	video	174	1
54.9063	video	54	1
54.911	ftp	536	1
54.9157	ftp	536	1
54.9204	ftp	536	1
54.921	voip	15	2
54.9222	gaming	105	2
54.927	ftp	536	1
54.9317	ftp	536	1
54.9325	video	45	1
54.9338	video	113	1
54.9348	video	65	1
54.9395	ftp	536	1
54.9442	ftp	536	1
54.9489	ftp	536	1
54.9536	ftp	536	1
54.9561	video	250	1
54.9569	video	48	1
54.9616	ftp	536	1
54.9663	ftp	536	1
54.9671	video	40	1
54.968	video	62	1
54.9694	gaming	126	1
54.9705	video	74	1
54.9752	ftp	536	1
54.9799	ftp	536	1
54.9811	gaming	96	2
54.9858	ftp	536	1
54.9905	ftp	536	1
54.9923	video	159	1
54.9947	video	250	1
54.9994	ftp	536	1
55.0041	ftp	536	1
55.0066	video	250	1
55.0082	video	157	1
55.013	ftp	536	1
55.0177	ftp	536	1
55.0185	video	46	1
55.0193	video	49	1
55.0226	gaming	355	1
55.0273	ftp	536	1
55.032	ftp	536	1
55.0367	ftp	536	1
55.0415	ftp	536	1
55.0462	ftp	536	1
55.0509	ftp	536	1
55.0524	gaming	136	2
55.053	voip	15	1
55.0577	ftp	536	1
55.0624	ftp	536	1
55.0671	ftp	536	1
55.0719	ftp	536	1
55.0766	ftp	536	1
55.0781	gaming	137	1
55.0828	ftp	536	1
55.0875	ftp	536	1
55.0881	voip	15	2
55.0928	ftp	536	1
55.0975	ftp	536	1
55.1023	ftp	536	1
55.107	ftp	536	1
55.1081	gaming	92	2
55.1129	ftp	536	1
55.1176	ftp	536	1
55.1183	video	40	1
55.1231	ftp	536	1
55.1278	ftp	536	1
55.1291	video	117	1
55.1299	video	47	1
55.1347	ftp	536	1
55.1394	ftp	536	1
55.1409	video	135	1
55.1418	video	54	1
55.1433	video	135	1
55.148	ftp	536	1
55.1527	ftp	536	1
55.1545	gaming	175	1
55.1593	ftp	536	1
55.164	ftp	536	1
55.1658	video	174	1
55.1705	ftp	536	1
55.1753	ftp	536	1
55.1765	gaming	104	2
55.1773	video	45	1
55.182	ftp	536	1
55.1867	ftp	536	1
55.1878	video	80	1
55.1925	ftp	536	1
55.1973	ftp	536	1
55.1982	video	66	1
55.1995	video	109	1
55.202	video	250	1
55.2034	video	123	1
55.2044	video	78	1
55.2091	ftp	536	1
55.2139	ftp	536	1
55.2186	ftp	536	1
55.2197	gaming	87	1
55.2244	ftp	536	1
55.2292	ftp	536	1
55.2313	video	210	1
55.2326	video	109	1
55.2331	voip	15	1
55.235	gaming	177	2
55.2358	video	49	1
55.2405	ftp	536	1
55.2452	ftp	536	1
55.246	video	42	1
55.2473	video	102	1
55.252	ftp	536	1
55.2567	ftp	536	1
55.2572	voip	15	2
55.2582	video	68	1
55.2629	ftp	536	1
