Time(s)	TrafficType	Size(Bytes)	numb_flow
129.306	voip	15	1
129.311	video	46	1
129.319	video	171	1
129.32	voip	40	2
129.323	video	250	1
129.324	gaming	68	2
129.326	video	76	1
129.329	video	40	1
129.341	video	51	1
129.345	video	58	1
129.347	voip	40	2
129.35	video	41	1
129.358	gaming	424	1
129.36	video	161	1
129.361	video	74	1
129.373	voip	40	2
129.392	gaming	112	2
129.399	voip	40	2
129.422	gaming	120	1
129.425	voip	40	2
129.449	gaming	121	2
129.451	voip	40	2
129.461	video	55	1
129.464	voip	15	1
129.473	video	52	1
129.477	video	250	1
129.478	voip	40	2
129.482	gaming	123	1
129.488	video	250	1
129.492	video	164	1
129.495	video	41	1
129.498	video	78	1
129.501	video	61	1
129.504	voip	40	2
129.508	video	109	1
129.51	gaming	128	2
129.512	video	79	1
129.515	video	69	1
129.518	video	54	1
129.522	video	63	1
129.526	video	47	1
129.53	voip	40	2
129.538	video	47	1
129.542	video	176	1
129.547	gaming	158	1
129.554	video	147	1
129.556	voip	40	2
129.559	video	249	1
129.567	gaming	106	2
129.57	video	143	1
129.573	video	63	1
129.583	voip	40	2
129.602	gaming	128	1
129.609	voip	40	2
129.624	voip	15	1
129.629	gaming	161	2
129.635	voip	40	2
129.66	gaming	114	1
129.661	voip	40	2
129.674	video	91	1
129.676	gaming	111	2
129.677	video	106	1
129.681	video	42	1
129.687	voip	15	2
129.694	video	40	1
129.701	video	58	1
129.706	video	241	1
129.708	video	140	1
129.711	video	86	1
129.715	video	250	1
129.718	video	250	1
129.723	gaming	132	2
129.724	video	49	1
129.726	video	63	1
129.731	gaming	100	1
129.731	video	43	1
129.735	video	118	1
129.747	video	74	1
129.751	video	250	1
129.759	video	57	1
129.763	video	250	1
129.764	video	46	1
129.769	video	47	1
129.772	gaming	124	2
129.781	gaming	77	1
129.784	voip	15	1
129.837	gaming	173	2
129.846	gaming	111	1
129.847	voip	15	2
129.869	video	45	1
129.882	video	118	1
129.886	video	203	1
129.89	video	156	1
129.892	gaming	151	2
129.893	video	94	1
129.903	video	75	1
129.906	gaming	111	1
129.915	video	56	1
129.919	video	97	1
129.922	video	48	1
129.925	video	42	1
129.929	video	56	1
129.935	video	250	1
129.937	video	52	1
129.944	voip	15	1
129.949	video	58	1
129.953	video	55	1
129.955	gaming	171	2
129.959	video	43	1
129.963	video	51	1
129.965	gaming	136	1
129.967	video	153	1
129.973	video	68	1
129.976	video	58	1
130.007	voip	15	2
130.016	gaming	126	2
130.019	gaming	165	1
130.073	gaming	133	2
130.076	video	65	1
130.079	video	102	1
130.082	video	109	1
130.086	video	250	1
130.087	gaming	148	1
130.089	video	104	1
130.093	video	84	1
130.096	video	107	1
130.104	video	114	1
130.104	voip	15	1
130.106	video	51	1
130.112	video	41	1
130.116	video	250	1
130.118	video	51	1
130.123	gaming	303	2
130.124	video	72	1
130.133	video	132	1
130.138	video	49	1
130.144	video	196	1
130.145	gaming	133	1
130.146	video	42	1
130.158	video	41	1
130.167	voip	15	2
130.172	video	160	1
130.176	video	57	1
130.177	gaming	131	2
130.202	gaming	165	1
130.225	gaming	117	2
130.254	gaming	192	1
130.264	voip	15	1
130.273	gaming	241	2
130.276	video	51	1
130.282	video	43	1
130.287	video	250	1
130.291	video	48	1
130.296	video	112	1
130.3	video	122	1
130.304	video	250	1
130.306	video	40	1
130.31	video	155	1
130.311	gaming	119	1
130.313	video	66	1
130.322	video	103	1
130.325	video	87	1
130.327	voip	15	2
130.328	video	72	1
130.331	gaming	134	2
130.341	video	128	1
130.348	video	150	1
130.36	video	53	1
130.363	video	110	1
130.367	video	200	1
130.369	gaming	175	1
130.37	video	42	1
130.376	video	91	1
130.408	gaming	128	2
130.421	gaming	198	1
130.424	voip	15	1
130.469	gaming	109	2
130.476	video	52	1
130.479	video	43	1
130.482	video	76	1
130.485	video	85	1
130.486	gaming	113	1
130.487	voip	15	2
130.494	video	207	1
130.495	video	42	1
130.508	video	47	1
130.511	video	74	1
130.52	video	250	1
130.526	video	68	1
130.529	video	104	1
130.537	video	168	1
130.539	video	68	1
130.542	video	56	1
130.546	video	250	1
130.548	gaming	151	2
130.548	video	45	1
130.552	gaming	334	1
130.554	video	250	1
130.561	video	47	1
130.564	video	69	1
130.569	video	42	1
130.584	voip	15	1
130.602	gaming	262	1
130.603	gaming	136	2
130.647	voip	15	2
130.652	gaming	150	2
130.66	gaming	92	1
130.669	video	43	1
130.675	video	233	1
130.677	video	62	1
130.689	video	64	1
130.694	video	250	1
130.696	video	41	1
130.701	video	250	1
130.702	video	50	1
130.706	video	54	1
130.709	video	51	1
130.712	video	98	1
130.715	gaming	128	1
130.715	video	40	1
130.717	gaming	159	2
130.718	video	53	1
130.721	video	90	1
130.724	video	57	1
130.73	video	53	1
130.741	video	250	1
130.744	voip	15	1
130.752	video	43	1
130.756	video	232	1
130.761	video	250	1
130.764	gaming	119	2
130.773	gaming	163	1
130.807	voip	15	2
130.823	gaming	174	1
130.826	gaming	143	2
130.86	video	54	1
130.868	video	43	1
130.873	video	44	1
130.874	gaming	150	2
130.877	video	81	1
130.879	gaming	188	1
130.88	video	55	1
130.894	video	229	1
130.897	video	154	1
130.903	video	51	1
130.904	voip	15	1
130.912	video	250	1
130.921	video	250	1
130.929	video	40	1
130.933	video	148	1
130.936	video	250	1
130.938	gaming	153	2
130.941	video	250	1
130.943	video	242	1
130.948	gaming	216	1
130.95	video	89	1
130.953	video	64	1
130.96	video	51	1
130.967	voip	15	2
130.97	video	70	1
130.984	video	250	1
130.991	gaming	203	2
130.994	gaming	194	1
131.04	gaming	142	1
131.041	gaming	73	2
131.064	voip	15	1
131.083	video	74	1
131.086	video	42	1
131.091	gaming	125	2
131.093	video	240	1
131.096	video	98	1
131.099	video	48	1
131.105	gaming	168	1
131.108	video	250	1
131.109	video	43	1
131.122	video	58	1
131.125	video	47	1
131.127	voip	15	2
131.132	video	220	1
131.136	video	250	1
131.138	video	44	1
131.15	video	47	1
131.158	video	250	1
131.16	gaming	101	2
131.161	video	71	1
131.164	gaming	196	1
131.165	video	45	1
131.178	video	89	1
131.182	video	250	1
131.19	video	79	1
131.196	video	56	1
131.214	gaming	132	2
131.219	gaming	159	1
131.224	voip	15	1
131.277	gaming	171	2
131.287	voip	15	2
131.293	gaming	140	1
131.296	video	89	1
131.301	video	45	1
131.304	video	103	1
131.307	video	41	1
131.319	video	57	1
131.323	video	80	1
131.328	video	250	1
131.332	gaming	105	2
131.339	video	67	1
131.341	gaming	198	1
131.342	video	42	1
131.347	video	250	1
131.349	video	42	1
131.362	video	52	1
131.371	video	53	1
131.373	video	61	1
131.378	video	116	1
131.38	video	43	1
131.383	video	74	1
131.384	voip	15	1
131.393	video	77	1
131.398	gaming	109	1
131.399	gaming	121	2
131.4	video	67	1
131.405	video	250	1
131.447	voip	15	2
131.449	gaming	159	2
131.451	gaming	73	1
131.505	video	250	1
131.506	gaming	93	1
131.507	gaming	72	2
131.508	video	47	1
131.511	video	53	1
131.516	video	51	1
131.523	video	250	1
131.526	video	60	1
131.538	video	42	1
131.543	video	250	1
131.546	video	250	1
131.546	voip	15	1
131.553	gaming	184	1
131.554	video	106	1
131.556	video	41	1
131.56	video	109	1
131.565	video	76	1
131.567	gaming	152	2
131.568	video	40	1
131.581	video	55	1
131.585	video	103	1
131.59	video	250	1
131.6	gaming	131	1
131.601	video	43	1
131.605	video	65	1
131.607	voip	15	2
131.61	video	53	1
131.624	gaming	116	2
131.663	gaming	96	1
131.682	gaming	122	2
131.704	voip	15	1
131.71	video	81	1
131.714	video	250	1
131.715	video	66	1
131.723	gaming	94	1
131.728	video	126	1
131.733	video	51	1
131.735	gaming	121	2
131.738	video	138	1
131.741	video	81	1
131.748	video	144	1
131.752	video	120	1
131.756	video	131	1
131.765	video	250	1
131.767	video	107	1
131.767	voip	15	2
131.77	video	62	1
131.774	video	250	1
131.779	gaming	128	1
131.786	video	180	1
131.795	gaming	102	2
131.798	video	47	1
131.808	video	46	1
131.811	video	41	1
131.814	video	105	1
131.821	video	116	1
131.836	gaming	104	1
131.846	gaming	106	2
131.864	voip	15	1
131.889	gaming	130	1
131.899	gaming	130	2
131.921	video	67	1
131.923	video	46	1
131.927	voip	15	2
131.937	video	177	1
131.939	video	43	1
131.944	video	47	1
131.95	video	62	1
131.953	gaming	185	2
131.955	video	208	1
131.958	video	55	1
131.959	gaming	143	1
131.97	video	49	1
131.975	video	47	1
131.977	video	79	1
131.98	video	57	1
131.982	video	45	1
131.994	video	44	1
132.002	gaming	143	2
132.003	video	47	1
132.007	video	250	1
132.01	gaming	167	1
132.011	video	91	1
132.013	video	74	1
132.024	voip	15	1
132.026	video	164	1
132.034	video	67	1
132.056	gaming	113	2
132.061	gaming	116	1
132.087	voip	15	2
132.115	gaming	93	2
132.117	gaming	76	1
132.135	video	250	1
132.137	video	80	1
132.14	video	49	1
132.146	video	172	1
132.149	video	42	1
132.153	video	51	1
132.166	gaming	118	2
132.167	video	95	1
132.169	video	145	1
132.175	video	100	1
132.178	video	66	1
132.179	gaming	106	1
132.181	video	162	1
132.184	voip	15	1
132.193	video	65	1
132.197	video	40	1
132.2	video	40	1
132.204	video	113	1
132.212	video	121	1
132.223	gaming	99	2
132.224	video	75	1
132.228	video	75	1
132.234	gaming	150	1
132.241	video	115	1
132.245	video	76	1
132.247	voip	15	2
132.274	gaming	102	2
132.29	gaming	111	1
132.326	gaming	90	2
132.342	gaming	130	1
132.344	voip	15	1
132.345	video	63	1
132.347	video	48	1
132.355	video	48	1
132.36	video	144	1
132.371	video	44	1
132.385	gaming	275	2
132.386	video	69	1
132.387	video	52	1
132.397	video	72	1
132.4	gaming	268	1
132.402	video	48	1
132.408	voip	40	2
132.412	video	250	1
132.413	video	45	1
132.417	video	69	1
132.419	video	59	1
132.426	video	46	1
132.434	voip	40	2
132.439	video	204	1
132.443	video	149	1
132.445	gaming	202	2
132.448	video	54	1
132.452	gaming	176	1
132.46	video	50	1
132.461	voip	40	2
132.472	video	55	1
132.475	video	154	1
132.486	voip	40	2
132.504	gaming	99	2
132.504	voip	15	1
132.512	voip	40	2
132.515	gaming	155	1
132.539	voip	40	2
132.555	gaming	205	2
132.565	voip	40	2
132.566	gaming	83	1
132.575	video	68	1
132.587	video	68	1
132.591	voip	40	2
132.598	video	169	1
132.6	video	82	1
132.603	video	101	1
132.609	gaming	104	2
132.61	video	62	1
132.615	video	250	1
132.617	gaming	137	1
132.618	voip	40	2
132.625	video	41	1
132.628	video	68	1
132.632	video	57	1
132.638	video	45	1
132.643	video	250	1
132.644	voip	40	2
132.645	video	61	1
132.649	video	250	1
132.653	video	41	1
132.661	video	250	1
132.664	video	250	1
132.664	voip	15	1
132.666	gaming	140	2
132.668	video	250	1
132.67	voip	40	2
132.678	video	42	1
132.681	video	69	1
132.693	gaming	94	1
132.696	voip	40	2
132.722	voip	40	2
132.732	gaming	105	2
132.748	gaming	85	1
132.749	voip	40	2
132.775	voip	40	2
132.781	video	124	1
132.784	video	40	1
132.788	video	52	1
132.794	video	195	1
132.797	video	250	1
132.799	video	94	1
132.801	voip	40	2
132.803	gaming	88	2
132.805	video	250	1
132.808	gaming	87	1
132.816	video	171	1
132.822	video	250	1
132.824	voip	15	1
132.827	voip	40	2
132.833	video	61	1
132.837	video	55	1
132.843	video	43	1
132.846	video	82	1
132.853	voip	40	2
132.859	video	125	1
132.86	gaming	136	2
132.865	gaming	116	1
132.867	video	120	1
132.869	video	40	1
132.875	video	154	1
132.88	video	176	1
132.881	voip	40	2
132.882	video	47	1
132.887	video	193	1
132.906	voip	40	2
132.913	gaming	135	2
132.916	gaming	153	1
132.932	voip	40	2
132.958	voip	40	2
132.969	gaming	108	2
132.971	gaming	182	1
132.984	voip	15	1
132.985	voip	40	2
132.987	video	195	1
132.99	video	98	1
132.994	video	49	1
133	video	165	1
133.005	video	50	1
133.011	voip	40	2
133.018	video	47	1
133.021	video	43	1
133.024	video	136	1
133.03	gaming	170	2
133.035	gaming	137	1
133.036	video	41	1
133.037	voip	40	2
133.039	video	51	1
133.045	video	40	1
133.052	video	71	1
133.059	video	52	1
133.063	voip	40	2
133.064	video	47	1
133.077	video	111	1
133.089	gaming	102	2
133.09	video	96	1
133.091	voip	40	2
133.095	gaming	238	1
133.102	video	171	1
133.107	video	217	1
133.112	video	58	1
133.116	voip	40	2
133.124	video	214	1
133.139	gaming	208	1
133.142	gaming	260	2
133.143	voip	40	2
133.144	voip	15	1
133.168	voip	40	2
133.186	gaming	173	1
133.194	voip	40	2
133.201	gaming	87	2
133.221	voip	40	2
133.223	video	189	1
133.228	video	129	1
133.233	video	54	1
133.246	video	250	1
133.247	voip	40	2
133.249	video	103	1
133.252	video	74	1
133.253	gaming	140	1
133.255	video	55	1
133.258	video	48	1
133.26	gaming	138	2
133.262	video	47	1
133.265	video	97	1
133.269	video	78	1
133.273	voip	40	2
133.277	video	91	1
133.282	video	46	1
133.285	video	66	1
133.29	video	90	1
133.298	video	51	1
133.299	voip	40	2
133.303	video	44	1
133.304	voip	15	1
133.306	gaming	100	1
133.311	video	56	1
133.316	video	61	1
133.319	video	66	1
133.323	gaming	158	2
133.326	voip	40	2
133.352	voip	40	2
133.364	gaming	136	1
133.378	voip	40	2
133.393	gaming	283	2
133.404	voip	40	2
133.42	video	147	1
133.423	video	70	1
133.43	voip	40	2
133.432	video	47	1
133.437	video	250	1
133.438	gaming	147	1
133.439	video	40	1
133.446	video	81	1
133.449	gaming	112	2
133.45	video	55	1
133.451	video	79	1
133.455	video	250	1
133.456	video	59	1
133.457	voip	40	2
133.464	video	154	1
133.465	voip	15	1
133.47	video	54	1
133.482	video	68	1
133.483	voip	40	2
133.495	video	44	1
133.5	gaming	102	2
133.504	video	82	1
133.51	video	124	1
133.51	voip	40	2
133.512	gaming	156	1
133.513	video	65	1
133.523	video	57	1
133.535	video	59	1
133.536	voip	40	2
133.539	video	118	1
133.553	gaming	130	2
133.562	voip	40	2
133.57	gaming	98	1
133.588	voip	40	2
133.608	gaming	133	2
133.614	voip	40	2
133.624	voip	15	1
133.632	gaming	125	1
133.638	video	46	1
133.64	voip	40	2
133.651	video	52	1
133.657	video	65	1
133.662	video	129	1
133.667	voip	40	2
133.674	video	98	1
133.679	video	53	1
133.682	gaming	186	1
133.687	gaming	148	2
133.691	video	68	1
133.693	voip	40	2
133.697	video	123	1
133.7	video	40	1
133.706	video	46	1
133.714	video	58	1
133.718	video	250	1
133.719	voip	40	2
133.723	video	76	1
133.726	video	91	1
133.73	video	250	1
133.731	video	60	1
133.741	gaming	93	1
133.743	gaming	77	2
133.744	video	122	1
133.745	voip	40	2
133.747	video	73	1
133.75	video	53	1
133.753	video	66	1
133.771	voip	40	2
133.784	voip	40	1
133.798	voip	40	2
133.803	gaming	95	2
133.804	gaming	187	1
133.81	voip	40	1
133.824	voip	40	2
133.837	voip	40	1
133.85	voip	40	2
133.853	gaming	155	1
133.854	video	55	1
133.863	voip	40	1
133.866	video	111	1
133.87	gaming	89	2
133.876	voip	40	2
133.878	video	53	1
133.882	video	129	1
133.889	voip	40	1
133.891	video	250	1
133.893	video	41	1
133.896	video	88	1
133.899	video	62	1
133.904	video	250	1
133.904	voip	40	2
133.907	gaming	245	1
133.916	video	250	1
133.917	voip	40	1
133.918	video	46	1
133.921	video	123	1
133.924	video	100	1
133.929	voip	40	2
133.934	video	250	1
133.936	video	42	1
133.937	gaming	99	2
133.94	video	92	1
133.941	voip	40	1
133.945	video	57	1
133.952	video	80	1
133.955	voip	40	2
133.958	video	63	1
133.964	gaming	137	1
133.968	voip	40	1
133.971	video	82	1
133.981	voip	40	2
133.994	voip	40	1
134.008	voip	40	2
134.011	gaming	152	2
134.017	gaming	111	1
134.02	voip	40	1
134.034	voip	40	2
134.046	voip	40	1
134.06	voip	40	2
134.062	gaming	133	2
134.07	gaming	145	1
134.071	video	59	1
134.073	voip	40	1
134.075	video	208	1
134.083	video	88	1
134.086	video	41	1
134.086	voip	40	2
134.093	video	231	1
134.095	video	55	1
134.097	video	44	1
134.099	voip	40	1
134.11	video	94	1
134.112	voip	40	2
134.116	video	59	1
134.12	video	68	1
134.123	gaming	136	2
134.124	video	132	1
134.125	voip	40	1
134.126	video	49	1
134.129	gaming	172	1
134.13	video	64	1
134.133	video	54	1
134.137	video	155	1
134.139	voip	40	2
134.141	video	233	1
134.143	video	55	1
134.15	video	64	1
134.151	voip	40	1
134.155	video	46	1
134.159	video	104	1
134.165	voip	40	2
134.175	gaming	201	2
134.178	voip	40	1
134.183	gaming	148	1
134.191	voip	40	2
134.204	voip	40	1
134.217	voip	40	2
134.228	gaming	119	2
134.23	voip	40	1
134.236	gaming	200	1
134.244	voip	40	2
134.256	voip	40	1
134.26	video	250	1
134.262	video	63	1
134.265	video	144	1
134.268	video	52	1
134.27	voip	40	2
134.271	video	53	1
134.277	video	59	1
134.282	voip	40	1
134.289	gaming	271	1
134.29	gaming	102	2
134.291	video	46	1
134.294	video	86	1
134.296	voip	40	2
134.299	video	62	1
134.309	voip	40	1
134.311	video	69	1
134.315	video	49	1
134.319	video	129	1
134.322	voip	40	2
134.331	video	72	1
134.335	voip	40	1
134.336	video	46	1
134.341	video	66	1
134.346	video	57	1
134.348	gaming	126	1
134.349	gaming	103	2
134.35	voip	40	2
134.351	video	84	1
134.353	video	162	1
134.361	voip	40	1
134.365	video	98	1
134.368	video	55	1
134.375	voip	40	2
134.387	voip	40	1
134.401	voip	40	2
134.411	gaming	335	1
134.414	voip	40	1
134.415	gaming	125	2
134.427	voip	40	2
134.44	voip	40	1
134.453	voip	40	2
134.465	gaming	108	1
134.466	gaming	65	2
134.466	voip	40	1
134.468	video	46	1
134.48	voip	40	2
134.481	video	160	1
134.492	voip	40	1
134.495	video	250	1
134.496	video	64	1
134.506	voip	40	2
134.508	video	44	1
134.515	video	42	1
134.519	gaming	297	1
134.52	video	55	1
134.521	voip	40	1
134.524	gaming	83	2
134.527	video	172	1
134.532	voip	40	2
134.54	video	161	1
134.545	voip	40	1
134.55	video	127	1
134.552	video	114	1
134.555	video	46	1
134.558	voip	40	2
134.567	video	54	1
134.57	video	121	1
134.571	voip	40	1
134.576	video	102	1
134.577	gaming	87	1
134.579	gaming	151	2
134.58	video	107	1
134.582	video	42	1
134.585	voip	40	2
134.587	video	45	1
134.594	video	49	1
134.597	voip	40	1
134.6	video	250	1
134.611	voip	40	2
134.623	voip	15	1
134.629	gaming	100	1
134.635	gaming	139	2
134.637	voip	40	2
134.663	voip	40	2
134.682	gaming	74	1
134.689	voip	40	2
134.692	gaming	147	2
134.698	video	45	1
134.701	video	69	1
134.708	video	55	1
134.715	video	250	1
134.716	voip	40	2
134.727	video	141	1
134.739	video	52	1
134.741	gaming	68	1
134.742	video	56	1
134.743	voip	40	2
134.746	video	250	1
134.757	gaming	199	2
134.758	video	78	1
134.76	video	43	1
134.767	video	48	1
134.768	voip	40	2
134.772	video	124	1
134.779	video	40	1
134.782	video	52	1
134.783	voip	15	1
134.785	video	48	1
134.788	video	124	1
134.792	video	84	1
134.794	voip	40	2
134.804	video	69	1
134.809	video	250	1
134.811	gaming	115	1
134.82	video	42	1
134.821	gaming	120	2
134.822	voip	40	2
134.847	voip	40	2
134.87	gaming	149	1
134.873	voip	40	2
134.884	gaming	221	2
134.899	voip	40	2
134.921	video	250	1
134.923	video	78	1
134.926	video	153	1
134.927	voip	40	2
134.928	gaming	68	1
134.929	video	77	1
134.932	video	83	1
134.943	video	157	1
134.943	voip	15	1
134.945	gaming	161	2
134.952	voip	40	2
134.953	video	116	1
134.956	video	69	1
134.96	video	85	1
134.962	video	42	1
134.975	video	49	1
134.978	voip	40	2
134.979	video	71	1
134.981	gaming	132	1
134.981	video	55	1
134.984	video	74	1
134.996	video	65	1
135.004	voip	40	2
135.008	video	40	1
135.011	gaming	204	2
135.016	video	41	1
135.022	video	90	1
135.025	video	58	1
135.03	voip	40	2
135.034	video	80	1
135.035	gaming	82	1
135.057	voip	40	2
135.064	gaming	200	2
135.083	voip	40	2
135.091	gaming	158	1
135.103	voip	15	1
135.109	voip	40	2
135.119	gaming	107	2
135.134	video	42	1
135.135	voip	40	2
135.138	video	41	1
135.141	video	121	1
135.143	video	48	1
135.147	gaming	110	1
135.148	video	61	1
135.149	video	47	1
135.155	video	58	1
135.162	voip	40	2
135.165	video	150	1
135.179	video	250	1
135.185	video	87	1
135.187	gaming	218	2
135.188	video	51	1
135.188	voip	40	2
135.194	video	133	1
135.198	video	57	1
135.203	gaming	171	1
135.211	video	122	1
135.214	voip	40	2
135.215	video	53	1
135.22	video	122	1
135.225	video	40	1
135.232	video	105	1
135.24	video	250	1
135.241	voip	40	2
135.243	gaming	101	2
135.244	video	57	1
135.262	gaming	171	1
135.263	voip	15	1
135.267	voip	40	2
135.293	voip	40	2
135.298	gaming	84	2
135.319	voip	40	2
135.331	gaming	132	1
135.344	video	50	1
135.345	voip	40	2
135.347	video	76	1
135.35	video	106	1
135.362	gaming	155	2
135.363	video	94	1
135.367	video	47	1
135.372	video	250	1
135.373	voip	40	2
135.375	video	109	1
135.377	video	50	1
135.382	video	250	1
135.385	video	182	1
135.387	video	46	1
135.392	video	79	1
135.397	video	63	1
135.398	voip	40	2
135.4	video	91	1
135.405	gaming	140	1
135.406	video	67	1
135.41	video	199	1
135.418	video	120	1
135.421	video	64	1
135.423	voip	15	1
135.424	voip	40	2
135.428	video	113	1
135.432	video	105	1
135.444	gaming	261	2
135.45	voip	40	2
135.46	gaming	119	1
135.476	voip	40	2
135.497	gaming	184	2
135.503	voip	40	2
135.522	gaming	131	1
135.529	voip	40	2
135.531	video	46	1
135.537	video	110	1
135.539	video	73	1
135.546	gaming	204	2
135.552	video	120	1
135.554	video	45	1
135.555	voip	40	2
135.559	video	250	1
135.562	video	81	1
135.567	video	226	1
135.568	video	52	1
135.572	video	84	1
135.575	video	53	1
135.577	gaming	154	1
135.579	video	49	1
135.581	voip	40	2
135.583	voip	15	1
135.587	video	240	1
135.591	video	250	1
135.596	video	52	1
135.602	video	250	1
135.604	gaming	129	2
135.605	video	44	1
135.608	voip	40	2
135.608	video	49	1
135.621	video	119	1
135.632	gaming	180	1
135.633	video	53	1
135.634	voip	40	2
135.656	gaming	187	2
135.66	voip	40	2
135.686	voip	40	2
135.688	gaming	127	1
135.712	voip	40	2
135.714	gaming	86	2
135.734	video	173	1
135.739	voip	40	2
135.741	video	118	1
135.744	gaming	134	1
135.744	voip	15	1
135.754	video	107	1
135.765	voip	40	2
135.767	video	250	1
135.77	gaming	162	2
135.78	video	201	1
135.791	video	60	1
135.792	voip	40	2
135.794	video	65	1
135.798	video	43	1
135.804	gaming	114	1
135.805	video	139	1
135.808	video	250	1
135.812	video	53	1
135.816	video	48	1
135.817	voip	40	2
135.824	video	41	1
135.829	gaming	135	2
135.83	video	69	1
135.834	video	41	1
135.841	video	116	1
135.845	video	250	1
135.845	voip	40	2
135.848	video	168	1
135.849	video	43	1
135.853	video	72	1
135.87	voip	40	2
135.876	gaming	102	1
135.877	gaming	109	2
135.896	voip	40	2
135.903	voip	15	1
135.922	voip	40	2
135.936	gaming	223	1
135.937	gaming	125	2
135.949	voip	40	2
135.954	video	250	1
135.956	video	96	1
135.958	video	59	1
135.964	video	145	1
135.972	video	44	1
135.975	voip	40	2
135.984	gaming	86	1
135.986	video	94	1
135.996	gaming	127	2
135.998	video	94	1
136.001	video	91	1
136.001	voip	40	2
136.013	video	53	1
136.025	video	43	1
136.027	voip	40	2
136.028	video	82	1
136.035	gaming	166	1
136.041	video	46	1
136.05	gaming	106	2
136.053	video	45	1
136.054	voip	40	2
136.063	voip	15	1
136.065	video	53	1
136.07	video	41	1
136.073	video	93	1
136.077	video	90	1
136.08	voip	40	2
136.089	video	42	1
136.094	video	60	1
136.097	video	102	1
136.102	gaming	148	1
136.103	gaming	130	2
136.106	voip	40	2
136.132	voip	40	2
136.159	gaming	98	1
136.159	voip	40	2
136.16	gaming	65	2
136.185	voip	40	2
136.198	video	230	1
136.21	video	250	1
136.211	voip	40	2
136.215	gaming	147	1
136.22	video	45	1
136.223	voip	15	1
136.227	video	250	1
136.229	video	130	1
136.231	video	53	1
136.238	video	250	1
136.238	voip	40	2
136.241	video	250	1
136.243	video	250	1
136.245	video	139	1
136.249	video	51	1
136.255	video	42	1
136.257	gaming	67	2
136.263	video	179	1
136.263	voip	40	2
136.27	video	41	1
136.275	gaming	120	1
136.276	video	50	1
136.28	video	54	1
136.283	video	89	1
136.288	video	67	1
136.289	voip	40	2
136.291	video	46	1
136.299	video	88	1
136.316	gaming	153	2
136.317	voip	40	2
136.337	gaming	232	1
136.342	voip	40	2
136.368	voip	40	2
136.371	gaming	117	2
136.385	gaming	279	1
136.386	voip	15	1
136.394	voip	40	2
136.399	video	56	1
136.402	video	57	1
136.415	video	66	1
136.419	video	57	1
136.421	voip	40	2
136.427	video	92	1
136.439	gaming	131	2
136.44	video	53	1
136.441	video	56	1
136.445	video	49	1
136.447	voip	40	2
136.449	gaming	185	1
136.45	video	112	1
136.453	video	123	1
136.456	video	128	1
136.468	video	117	1
136.473	voip	40	2
136.474	video	51	1
136.483	video	41	1
136.486	video	51	1
136.5	video	250	1
136.501	voip	40	2
136.504	gaming	236	2
136.507	gaming	80	1
136.512	video	133	1
136.524	video	41	1
136.526	voip	40	2
136.528	video	49	1
136.533	video	195	1
136.543	voip	15	1
136.552	voip	40	2
136.56	gaming	107	2
136.566	gaming	253	1
136.578	voip	40	2
136.604	voip	40	2
136.616	gaming	216	2
136.627	gaming	113	1
136.63	voip	40	2
136.632	video	70	1
136.636	video	250	1
136.637	video	59	1
136.642	video	229	1
136.645	video	100	1
136.648	video	250	1
136.657	voip	40	2
136.661	video	250	1
136.667	video	44	1
136.669	gaming	227	2
136.677	video	78	1
136.68	video	96	1
136.683	voip	40	2
136.686	video	71	1
136.69	video	94	1
136.692	gaming	103	1
136.7	video	49	1
136.703	voip	15	1
136.71	video	250	1
136.711	voip	40	2
136.713	gaming	168	2
136.714	video	45	1
136.726	video	59	1
136.73	video	50	1
136.735	voip	40	2
136.738	video	64	1
136.746	gaming	158	1
136.747	video	69	1
136.749	video	74	1
136.762	voip	40	2
136.767	gaming	133	2
136.788	voip	40	2
136.795	gaming	127	1
136.814	voip	40	2
136.818	gaming	156	2
136.84	voip	40	2
136.848	video	40	1
136.85	gaming	172	1
136.855	video	74	1
136.858	video	42	1
136.863	voip	15	1
136.864	video	58	1
136.867	voip	40	2
136.868	video	71	1
136.872	video	173	1
136.877	video	250	1
136.881	video	250	1
136.883	gaming	190	2
136.884	video	102	1
136.893	voip	40	2
136.895	video	96	1
136.903	gaming	143	1
136.905	video	46	1
136.908	video	178	1
136.913	video	43	1
136.917	video	194	1
136.919	voip	40	2
136.921	video	108	1
136.923	video	51	1
136.929	video	250	1
136.932	video	67	1
136.936	video	51	1
136.939	video	73	1
136.945	voip	40	2
136.95	gaming	238	1
136.951	gaming	90	2
136.971	voip	40	2
136.998	gaming	97	2
136.998	voip	40	2
137.021	gaming	87	1
137.023	voip	15	1
137.024	voip	15	2
137.039	video	88	1
137.046	video	250	1
137.048	video	50	1
137.053	gaming	95	2
137.061	video	85	1
137.073	video	73	1
137.077	video	100	1
137.079	gaming	186	1
137.08	video	41	1
137.084	video	84	1
137.089	video	250	1
137.101	video	116	1
137.104	video	190	1
137.114	gaming	210	2
137.115	video	45	1
137.119	video	108	1
137.122	video	154	1
137.13	video	57	1
137.143	video	114	1
137.144	gaming	92	1
137.147	video	58	1
137.16	video	43	1
137.164	video	61	1
137.169	video	250	1
137.181	gaming	155	2
137.183	voip	15	1
137.184	voip	15	2
137.193	gaming	259	1
137.236	gaming	59	2
137.251	gaming	110	1
137.268	video	153	1
137.271	video	75	1
