FlowID,SourceIP,DestinationIP,SourcePort,DestinationPort,Protocol,TxPackets,RxPackets,TxBytes,RxBytes,LostPackets,TimesForwarded,DelaySum_s,JitterSum_s,TimeFirstTx_s,TimeLastTx_s,TimeFirstRx_s,TimeLastRx_s,MeanDelay(s),MeanJitter(s),MeanTxPktSize(bytes),MeanRxPktSize(bytes),txDuration(s),rxDuration(s),MeanTxBitrate(bps),MeanRxBitrate(bps),MeanHopCount,PacketLossRatio
1,10.1.1.1,10.1.1.2,49153,9,UDP,10,10,10280,10280,0,0,1.324,0,2,9.2,2.1324,9.3324,0.1324,0,1028,1028,7.2,7.2,11422.2,11422.2,1,0,
2,10.1.1.2,10.1.1.1,9,49153,UDP,10,10,10280,10280,0,0,1.324,0,2.1324,9.3324,2.2648,9.4648,0.1324,0,1028,1028,7.2,7.2,11422.2,11422.2,1,0,
