FlowID,SourceIP,DestinationIP,SourcePort,DestinationPort,Protocol,TxPackets,RxPackets,TxBytes,RxBytes,LostPackets,TimesForwarded,DelaySum_s,JitterSum_s,TimeFirstTx_s,TimeLastTx_s,TimeFirstRx_s,TimeLastRx_s,MeanDelay(s),MeanJitter(s),MeanTxPktSize(bytes),MeanRxPktSize(bytes),txDuration(s),rxDuration(s),MeanTxBitrate(bps),MeanRxBitrate(bps),MeanHopCount,PacketLossRatio
1,10.1.1.1,10.1.1.2,49153,9,UDP,10,10,14280,14280,0,0,2.1792,0.01296,2,2.09,2.21144,2.3144,0.21792,0.00144,1428,1428,0.09,0.10296,1.26933e+06,1.10956e+06,1,0,
2,10.1.1.2,10.1.1.1,9,49153,UDP,10,10,14280,14280,0,0,2.1144,0,2.21144,2.3144,2.42288,2.52584,0.21144,0,1428,1428,0.10296,0.10296,1.10956e+06,1.10956e+06,1,0,
