FlowID,SourceIP,DestinationIP,SourcePort,DestinationPort,Protocol,TxPackets,RxPackets,TxBytes,RxBytes,LostPackets,TimesForwarded,DelaySum_s,JitterSum_s,TimeFirstTx_s,TimeLastTx_s,TimeFirstRx_s,TimeLastRx_s,MeanDelay(s),MeanJitter(s),MeanTxPktSize(bytes),MeanRxPktSize(bytes),txDuration(s),rxDuration(s),MeanTxBitrate(bps),MeanRxBitrate(bps),MeanHopCount,PacketLossRatio
1,10.1.1.1,10.1.1.2,49153,9,UDP,30,30,30840,30840,0,0,30.2472,0,2,4.9,3.00824,5.90824,1.00824,0,1028,1028,2.9,2.9,85075.9,85075.9,1,0,
2,10.1.1.2,10.1.1.1,9,49153,UDP,30,30,30840,30840,0,0,30.2472,0,3.00824,5.90824,4.01648,6.91648,1.00824,0,1028,1028,2.9,2.9,85075.9,85075.9,1,0,
