Time(s)	TrafficType	Size(Bytes)
170.999	video	45	
171.004	video	250	
171.013	video	128	
171.022	gaming	108	
171.025	video	41	
171.03	video	250	
171.034	video	250	
171.036	video	118	
171.042	video	191	
171.049	video	81	
171.053	voip	15	
171.06	video	90	
171.064	video	54	
171.067	video	150	
171.076	video	76	
171.078	gaming	110	
171.083	video	133	
171.085	video	46	
171.127	gaming	159	
171.185	video	60	
171.199	video	250	
171.202	gaming	137	
171.203	video	54	
171.208	video	167	
171.211	video	54	
171.213	voip	15	
171.225	video	134	
171.23	video	48	
171.233	video	64	
171.237	video	123	
171.241	video	250	
171.245	video	59	
171.248	video	44	
171.25	video	50	
171.253	video	69	
171.254	gaming	99	
171.264	video	47	
171.277	video	56	
171.28	video	40	
171.284	video	151	
171.289	video	63	
171.294	video	166	
171.316	gaming	125	
171.37	gaming	148	
171.373	voip	15	
171.393	video	62	
171.396	video	49	
171.4	video	50	
171.408	video	60	
171.419	video	74	
171.432	video	200	
171.44	gaming	92	
171.444	video	64	
171.448	video	74	
171.453	video	250	
171.458	video	112	
171.462	video	87	
171.466	video	106	
171.469	video	162	
171.481	video	101	
171.483	video	49	
171.494	video	40	
171.496	gaming	184	
171.497	video	43	
171.508	video	107	
171.51	video	43	
171.515	video	44	
171.533	voip	15	
171.562	gaming	123	
171.617	video	250	
171.62	video	114	
171.623	gaming	264	
171.624	video	133	
171.626	video	41	
171.639	video	45	
171.652	video	250	
171.662	video	44	
171.676	video	250	
171.677	gaming	103	
171.678	video	58	
171.682	video	51	
171.689	video	79	
171.692	video	84	
171.693	voip	15	
171.694	video	45	
171.698	video	58	
171.705	video	106	
171.709	video	174	
171.711	video	41	
171.717	video	48	
171.72	video	46	
171.724	video	44	
171.734	gaming	205	
171.792	gaming	309	
171.824	video	66	
171.834	video	40	
171.837	video	46	
171.842	video	45	
171.847	video	250	
171.848	gaming	151	
171.853	video	116	
171.853	voip	15	
171.864	video	43	
171.868	video	58	
171.877	video	80	
171.881	video	66	
171.885	video	82	
171.887	video	59	
171.892	video	250	
171.895	video	250	
171.905	video	250	
171.906	gaming	130	
171.908	video	113	
171.91	video	92	
171.912	video	46	
171.925	video	46	
171.929	video	44	
171.983	gaming	172	
172.013	voip	15	
172.03	video	131	
172.036	video	169	
172.04	video	57	
172.042	gaming	128	
172.045	video	250	
172.046	video	58	
172.051	video	177	
172.055	video	46	
172.062	video	53	
172.076	video	250	
172.079	video	70	
172.092	video	85	
172.096	video	98	
172.1	video	250	
172.101	gaming	103	
172.102	video	47	
172.106	video	250	
172.117	video	53	
172.129	video	214	
172.14	video	52	
172.15	video	250	
172.155	video	250	
172.165	gaming	156	
172.173	voip	15	
172.222	gaming	139	
172.253	video	71	
172.264	video	105	
172.27	video	235	
172.271	video	54	
172.272	gaming	76	
172.276	video	250	
172.288	video	250	
172.298	video	60	
172.311	video	92	
172.316	video	64	
172.323	video	115	
172.326	video	69	
172.332	gaming	237	
172.333	voip	15	
172.339	video	76	
172.342	video	45	
172.354	video	49	
172.363	video	56	
172.366	video	129	
172.37	video	44	
172.373	video	41	
172.377	video	45	
172.38	video	94	
172.419	gaming	211	
172.48	video	46	
172.484	video	41	
172.491	gaming	83	
172.493	voip	15	
172.498	video	250	
172.501	video	113	
172.504	video	44	
172.517	video	91	
172.52	video	71	
172.527	video	42	
172.534	video	250	
172.54	video	126	
172.543	video	72	
172.547	gaming	296	
172.548	video	57	
172.549	video	66	
172.553	video	40	
172.556	video	49	
172.568	video	65	
172.58	video	71	
172.585	video	100	
172.588	video	46	
172.594	video	42	
172.607	gaming	281	
172.653	voip	15	
172.659	gaming	150	
172.694	video	45	
172.698	video	53	
172.7	video	43	
172.713	video	48	
172.714	gaming	143	
172.721	video	76	
172.733	video	53	
172.739	video	45	
172.742	video	41	
172.747	video	54	
172.75	video	91	
172.757	video	73	
172.761	video	182	
172.774	video	195	
172.777	video	109	
172.778	gaming	108	
172.785	video	101	
172.798	video	117	
172.811	video	250	
172.813	voip	15	
172.814	video	52	
172.827	video	97	
172.83	video	101	
172.835	gaming	164	
172.886	gaming	90	
172.93	video	42	
172.941	video	41	
172.946	video	68	
172.949	gaming	150	
172.952	video	53	
172.964	video	47	
172.97	video	97	
172.973	video	47	
172.973	voip	15	
172.977	video	60	
172.983	video	41	
172.997	video	250	
173	gaming	198	
173.002	video	57	
173.009	video	250	
173.018	video	70	
173.02	video	48	
173.026	video	250	
173.029	video	40	
173.033	video	63	
173.04	video	173	
173.053	video	250	
173.06	video	50	
173.062	gaming	109	
173.126	gaming	195	
173.133	voip	15	
173.16	video	67	
173.164	video	113	
173.168	video	45	
173.181	video	199	
173.194	video	208	
173.195	gaming	89	
173.205	video	45	
173.215	video	124	
173.226	video	42	
173.239	video	126	
173.243	video	81	
173.254	gaming	187	
173.255	video	44	
173.258	video	64	
173.267	video	250	
173.27	video	70	
173.278	video	241	
173.281	video	69	
173.286	video	107	
173.288	video	46	
173.293	voip	15	
173.301	video	50	
173.305	video	120	
173.321	gaming	162	
173.371	gaming	102	
173.405	video	49	
173.417	video	66	
173.421	video	46	
173.426	gaming	28	
173.426	video	40	
173.428	video	45	
173.433	video	44	
173.436	video	41	
173.439	video	56	
173.442	video	80	
173.45	video	44	
173.453	voip	15	
173.454	video	45	
173.46	video	219	
173.463	video	250	
173.465	video	41	
173.468	video	54	
173.472	video	112	
173.481	gaming	194	
173.485	video	250	
173.487	video	44	
173.49	video	42	
173.503	video	48	
173.541	gaming	103	
173.593	gaming	121	
173.603	video	61	
173.606	video	64	
173.611	video	79	
173.613	voip	15	
173.619	video	62	
173.631	video	58	
173.636	video	58	
173.648	video	46	
173.654	video	116	
173.665	gaming	84	
173.666	video	90	
173.672	video	43	
173.687	video	250	
173.689	video	77	
173.697	video	74	
173.7	video	55	
173.714	video	250	
173.717	gaming	165	
173.721	video	76	
173.725	video	179	
173.729	video	71	
173.732	video	68	
173.744	video	125	
173.773	voip	15	
173.782	gaming	107	
173.829	gaming	68	
173.843	video	40	
173.847	video	95	
173.85	video	53	
173.856	video	57	
173.868	video	120	
173.873	video	250	
173.874	video	55	
173.879	video	166	
173.881	video	62	
173.884	video	47	
173.89	gaming	85	
173.897	video	72	
173.9	video	155	
173.903	video	67	
173.913	video	250	
173.916	video	51	
173.92	video	189	
173.924	video	95	
173.93	video	151	
173.934	voip	40	
173.941	gaming	95	
173.943	video	143	
173.95	video	159	
173.96	voip	40	
173.986	voip	40	
173.998	gaming	107	
174.012	voip	40	
174.039	voip	40	
174.051	video	250	
174.054	gaming	101	
174.055	video	61	
174.065	voip	40	
174.067	video	140	
174.077	video	250	
174.08	video	183	
174.082	video	62	
174.085	video	48	
174.089	video	97	
174.091	voip	40	
174.092	video	81	
174.095	video	46	
174.101	video	44	
174.108	gaming	124	
174.109	video	40	
174.113	video	44	
174.117	voip	40	
174.12	video	132	
174.122	video	51	
174.128	video	250	
174.131	video	86	
174.135	video	102	
174.139	video	65	
174.143	video	53	
174.144	voip	40	
174.161	gaming	184	
174.17	voip	40	
174.196	voip	40	
174.219	gaming	262	
174.222	voip	40	
174.243	video	41	
174.247	video	58	
174.248	voip	40	
174.259	video	47	
174.263	video	147	
174.269	gaming	121	
174.275	voip	40	
174.275	video	51	
174.287	video	42	
174.291	video	57	
174.294	video	59	
174.299	video	84	
174.301	voip	40	
174.304	video	250	
174.317	video	250	
174.319	video	250	
174.327	video	145	
174.327	voip	40	
174.331	video	198	
174.334	gaming	145	
174.336	video	120	
174.346	video	91	
174.353	video	49	
174.354	voip	40	
174.366	video	42	
174.369	video	50	
174.373	video	70	
174.38	voip	40	
174.397	gaming	150	
174.406	voip	40	
174.432	voip	40	
174.456	gaming	129	
174.458	voip	40	
174.473	video	77	
174.483	video	67	
174.484	voip	15	
174.486	video	54	
174.492	video	250	
174.493	video	42	
174.498	video	73	
174.503	video	48	
174.509	video	104	
174.512	video	56	
174.515	gaming	96	
174.517	video	41	
174.526	video	145	
174.532	video	40	
174.546	video	250	
174.548	video	47	
174.557	video	46	
174.561	video	71	
174.565	gaming	101	
174.57	video	133	
174.573	video	115	
174.585	video	70	
174.588	video	105	
174.618	gaming	142	
174.644	voip	15	
174.67	gaming	85	
174.688	video	69	
174.692	video	43	
174.695	video	88	
174.707	video	46	
174.71	video	50	
174.719	video	250	
174.72	gaming	145	
174.726	video	60	
174.73	video	61	
174.733	video	40	
174.737	video	44	
174.744	video	46	
174.748	video	108	
174.752	video	53	
174.756	video	136	
174.764	video	64	
174.769	video	205	
174.77	video	41	
174.774	video	50	
174.775	gaming	103	
174.778	video	59	
174.782	video	69	
174.804	voip	15	
174.832	gaming	90	
174.882	video	53	
174.887	video	250	
174.889	video	75	
174.895	video	58	
174.896	gaming	134	
174.898	video	41	
174.907	video	250	
174.912	video	250	
174.914	video	82	
174.919	video	82	
174.924	video	72	
174.933	video	152	
174.945	video	169	
174.948	video	112	
174.95	gaming	179	
174.952	video	102	
174.965	video	178	
174.966	voip	15	
174.968	video	250	
174.971	video	250	
174.974	video	250	
174.975	video	49	
174.98	video	52	
175.003	gaming	146	
175.079	gaming	72	
175.08	video	49	
175.085	video	87	
175.089	video	170	
175.093	video	250	
175.104	video	91	
175.109	video	216	
175.11	video	46	
175.115	video	41	
175.119	video	145	
175.123	video	250	
175.124	voip	15	
175.127	video	80	
175.129	gaming	155	
175.131	video	107	
175.134	video	60	
175.14	video	62	
175.153	video	97	
175.161	video	245	
175.165	video	131	
175.167	video	42	
175.171	video	52	
175.175	video	63	
175.184	gaming	94	
175.238	gaming	102	
175.275	video	41	
175.283	video	250	
175.284	video	49	
175.285	voip	15	
175.293	video	134	
175.296	video	250	
175.298	video	52	
175.301	video	45	
175.302	gaming	91	
175.304	video	62	
175.314	video	246	
175.321	video	250	
175.328	video	72	
175.334	video	56	
175.337	video	51	
175.34	video	104	
175.351	video	164	
175.353	gaming	193	
175.354	video	60	
175.357	video	59	
175.363	video	67	
175.367	video	62	
175.38	video	136	
175.422	gaming	93	
175.444	voip	15	
175.474	gaming	147	
175.48	video	49	
175.485	video	44	
175.489	video	51	
175.502	video	56	
175.506	video	250	
175.512	video	235	
175.517	video	169	
175.519	video	43	
175.528	video	61	
175.532	video	177	
175.535	gaming	141	
175.544	video	104	
175.551	video	250	
175.552	video	85	
175.556	video	51	
175.569	video	211	
175.571	video	41	
175.583	video	53	
175.592	gaming	120	
175.597	video	231	
175.604	voip	15	
175.609	video	78	
175.621	video	65	
175.639	gaming	122	
175.689	gaming	153	
175.721	video	69	
175.733	video	57	
175.738	video	250	
175.74	video	85	
175.743	video	250	
175.747	video	41	
175.751	video	67	
175.757	gaming	179	
175.758	video	52	
175.764	video	250	
175.765	voip	15	
175.767	video	207	
175.779	video	41	
175.785	video	81	
175.792	video	213	
175.797	video	55	
175.801	video	45	
175.805	video	166	
175.81	video	58	
175.813	video	56	
175.815	gaming	151	
175.817	video	78	
175.82	video	250	
175.868	gaming	122	
175.919	video	87	
175.924	video	226	
175.925	voip	15	
175.926	video	52	
175.93	video	60	
175.932	video	52	
175.936	video	88	
175.939	video	67	
175.941	gaming	261	
175.942	video	51	
175.944	video	107	
175.957	video	82	
175.961	video	250	
175.964	video	143	
175.972	video	59	
175.975	video	133	
175.987	video	54	
175.992	video	115	
175.996	video	54	
175.998	gaming	118	
176.001	video	147	
176.003	video	83	
176.006	video	77	
176.055	gaming	94	
176.084	voip	15	
176.107	video	149	
176.11	gaming	152	
176.111	video	172	
176.115	video	175	
176.118	video	77	
176.121	video	45	
176.124	video	43	
176.127	video	51	
176.135	video	128	
176.147	video	51	
176.15	video	55	
176.157	video	85	
176.163	gaming	128	
176.167	video	47	
176.172	video	250	
176.173	video	55	
176.182	video	49	
176.185	video	75	
176.188	video	50	
176.191	video	47	
176.195	video	135	
176.199	video	250	
176.223	gaming	117	
176.244	voip	15	
176.28	gaming	109	
176.297	video	52	
176.301	video	50	
176.306	video	54	
176.309	video	47	
176.321	video	41	
176.334	gaming	142	
176.335	video	69	
176.342	video	57	
176.345	video	62	
176.35	video	42	
176.353	video	43	
176.357	video	111	
176.369	video	70	
176.372	video	69	
176.375	video	43	
176.38	video	174	
176.386	video	250	
176.387	gaming	124	
176.392	video	222	
176.398	video	41	
176.405	video	250	
176.406	voip	15	
176.407	video	57	
176.443	gaming	81	
176.503	gaming	82	
176.507	video	48	
176.511	video	59	
176.519	video	72	
176.525	video	105	
176.529	video	64	
176.535	video	59	
176.544	video	49	
176.556	video	55	
176.559	gaming	191	
176.564	voip	40	
176.569	video	70	
176.581	video	46	
176.591	voip	40	
176.594	video	89	
176.596	video	46	
176.604	video	48	
176.609	video	49	
176.612	gaming	220	
176.617	voip	40	
176.619	video	250	
176.621	video	49	
176.624	video	49	
176.627	video	69	
176.636	video	156	
176.642	video	63	
176.643	voip	40	
176.669	voip	40	
176.678	gaming	169	
176.696	voip	40	
176.722	voip	40	
176.726	gaming	219	
176.742	video	43	
176.748	voip	40	
176.751	video	54	
176.759	video	64	
176.772	video	53	
176.774	voip	40	
176.78	video	59	
176.784	video	106	
176.785	gaming	139	
176.787	video	126	
176.794	video	176	
176.797	video	47	
176.801	voip	40	
176.802	video	92	
176.81	video	58	
176.814	video	86	
176.82	video	40	
176.827	voip	40	
176.83	video	250	
176.833	gaming	116	
176.837	video	59	
176.846	video	48	
176.853	video	109	
176.853	voip	40	
176.856	video	45	
176.866	video	40	
176.871	video	45	
176.879	voip	40	
176.896	gaming	121	
176.905	voip	40	
176.932	voip	40	
176.949	gaming	112	
176.958	voip	40	
176.971	video	146	
176.974	video	44	
176.979	video	84	
176.984	voip	40	
176.987	video	80	
176.991	video	147	
176.994	video	99	
177.006	video	79	
177.01	video	250	
177.011	voip	40	
177.012	video	94	
177.017	gaming	143	
177.018	video	62	
177.022	video	250	
177.033	video	62	
177.037	video	157	
177.038	voip	40	
177.047	video	51	
177.054	video	250	
177.063	voip	40	
177.065	video	46	
177.068	gaming	160	
177.068	video	40	
177.07	video	72	
177.083	video	42	
177.088	video	250	
177.089	voip	40	
177.115	voip	40	
177.127	gaming	99	
177.141	voip	40	
177.168	voip	40	
177.179	gaming	62	
177.187	video	51	
177.194	voip	40	
177.199	video	40	
177.202	video	54	
177.212	video	62	
177.216	video	59	
177.219	video	44	
177.22	voip	15	
177.223	video	250	
177.225	video	171	
177.228	video	69	
177.237	video	77	
177.24	video	128	
177.243	video	107	
177.246	video	60	
177.25	video	51	
177.256	gaming	226	
177.258	video	198	
177.263	video	108	
177.266	video	77	
177.271	video	250	
177.273	video	74	
177.277	video	63	
177.316	gaming	120	
177.377	video	58	
177.38	video	56	
177.381	voip	15	
177.383	video	48	
177.39	gaming	168	
177.396	video	115	
177.41	video	250	
177.412	video	123	
177.421	video	49	
177.425	video	52	
177.428	video	61	
177.43	video	41	
177.435	video	45	
177.439	video	66	
177.45	video	250	
177.452	gaming	159	
177.453	video	48	
177.464	video	49	
177.468	video	48	
177.472	video	102	
177.475	video	250	
177.478	video	56	
177.482	video	71	
177.513	gaming	77	
177.54	voip	15	
177.582	video	45	
177.587	video	50	
177.593	video	243	
177.597	video	57	
177.599	gaming	100	
177.605	video	43	
177.615	video	197	
177.617	video	54	
177.631	video	250	
177.644	video	250	
177.654	video	66	
177.655	gaming	109	
177.659	video	94	
177.663	video	114	
177.667	video	250	
177.671	video	147	
177.673	video	45	
177.678	video	59	
177.682	video	116	
177.694	video	74	
177.697	video	44	
177.7	voip	15	
177.702	video	54	
177.708	gaming	101	
177.784	gaming	154	
177.803	video	185	
177.815	video	78	
177.82	video	80	
177.823	video	119	
177.825	video	53	
177.83	video	47	
177.833	video	85	
177.84	gaming	195	
177.844	video	76	
177.858	video	241	
177.86	voip	15	
177.862	video	49	
177.866	video	200	
177.878	video	167	
177.89	video	84	
177.892	gaming	139	
177.893	video	47	
177.897	video	97	
177.909	video	123	
177.913	video	250	
177.919	video	65	
177.921	video	43	
177.925	video	81	
177.946	gaming	219	
178.009	gaming	125	
178.02	voip	15	
178.025	video	51	
178.031	video	60	
178.038	video	161	
178.05	video	54	
178.054	video	65	
178.058	video	96	
178.062	video	219	
178.064	video	84	
178.072	gaming	106	
178.077	video	67	
178.08	video	63	
178.085	video	174	
178.088	video	250	
178.094	video	99	
178.096	video	112	
178.102	video	250	
178.113	video	62	
178.117	video	124	
178.12	video	57	
178.126	video	55	
178.13	video	46	
178.131	gaming	189	
178.18	voip	40	
178.182	gaming	100	
178.206	voip	40	
178.23	video	138	
178.233	voip	40	
178.242	video	47	
178.247	gaming	162	
178.248	video	64	
178.253	video	54	
178.259	voip	40	
178.266	video	54	
178.271	video	250	
178.273	video	42	
178.278	video	51	
178.283	video	48	
178.285	voip	40	
178.287	video	47	
178.291	video	126	
178.297	video	95	
178.3	video	49	
178.301	gaming	99	
178.303	video	55	
178.307	video	47	
178.311	voip	40	
178.321	video	250	
178.325	video	98	
178.338	video	128	
178.338	voip	40	
178.341	video	250	
178.345	video	250	
178.355	gaming	132	
178.364	voip	40	
178.39	voip	40	
178.414	gaming	88	
178.416	voip	40	
178.442	voip	40	
178.444	video	185	
178.456	video	104	
178.461	video	250	
178.462	video	52	
178.466	gaming	195	
178.468	video	174	
178.469	video	77	
178.469	voip	40	
178.473	video	195	
178.475	video	49	
178.477	video	40	
178.485	video	101	
178.491	video	115	
178.495	voip	40	
178.503	video	71	
178.509	video	250	
178.516	video	47	
178.519	video	42	
178.521	voip	40	
178.526	video	96	
178.532	video	158	
178.534	gaming	256	
178.536	video	86	
178.541	video	250	
178.547	video	42	
178.548	voip	40	
178.574	voip	40	
178.587	gaming	190	
178.6	voip	40	
178.626	voip	40	
178.643	gaming	74	
178.648	video	115	
178.653	video	229	
178.654	voip	40	
178.657	video	47	
178.663	video	56	
178.666	video	104	
178.672	video	43	
178.679	voip	40	
178.685	video	46	
178.694	gaming	112	
178.696	video	68	
178.701	video	53	
178.705	voip	40	
178.709	video	53	
178.712	video	42	
178.72	video	146	
178.731	video	222	
178.732	voip	40	
178.733	video	63	
178.736	video	66	
178.743	video	236	
178.745	video	56	
178.75	video	250	
178.752	video	42	
178.757	video	135	
178.758	voip	40	
178.76	gaming	173	
178.783	voip	40	
178.806	gaming	169	
178.81	voip	40	
178.836	voip	40	
178.857	video	112	
178.863	gaming	187	
178.863	voip	15	
178.865	video	172	
178.868	video	45	
178.872	video	55	
178.876	video	250	
178.884	video	64	
178.891	video	65	
178.896	video	250	
178.897	video	102	
178.909	video	80	
178.913	video	41	
178.916	video	59	
178.918	video	40	
178.923	video	250	
178.924	gaming	87	
178.933	video	71	
178.939	video	119	
178.948	video	133	
178.95	video	46	
178.955	video	132	
178.959	video	144	
178.974	gaming	143	
179.022	voip	15	
179.037	gaming	83	
179.059	video	40	
179.064	video	82	
179.067	video	106	
179.07	video	81	
179.076	video	41	
179.08	video	56	
179.084	video	41	
179.096	video	97	
179.099	video	43	
179.105	video	44	
179.106	gaming	174	
179.113	video	129	
179.124	video	41	
179.138	video	240	
179.14	video	40	
179.143	video	55	
179.152	video	250	
179.153	video	81	
179.159	video	124	
179.162	video	71	
179.165	video	47	
179.176	gaming	146	
179.182	voip	15	
179.229	gaming	174	
179.265	video	89	
179.27	video	250	
179.273	video	174	
179.285	video	74	
179.288	video	55	
179.291	gaming	103	
179.296	video	86	
179.304	video	48	
179.31	video	66	
179.313	video	73	
179.317	video	55	
179.323	video	150	
179.328	video	61	
179.332	video	123	
179.337	video	67	
179.34	video	41	
179.341	gaming	116	
179.342	voip	15	
179.346	video	126	
179.351	video	250	
179.355	video	52	
179.36	video	250	
179.361	video	53	
179.39	gaming	155	
179.436	gaming	149	
179.461	video	50	
179.47	video	56	
179.474	video	138	
179.486	video	62	
179.488	video	46	
179.492	video	134	
179.495	gaming	76	
179.496	video	136	
179.502	voip	15	
179.508	video	62	
179.512	video	63	
179.516	video	100	
179.521	video	47	
179.527	video	40	
179.532	video	250	
179.534	video	59	
179.537	video	54	
179.54	video	52	
179.544	video	85	
179.551	gaming	138	
179.553	video	143	
179.561	video	250	
179.564	video	140	
179.619	gaming	123	
179.662	voip	15	
179.663	video	43	
179.669	gaming	164	
179.672	video	43	
179.675	video	138	
179.678	video	47	
179.682	video	185	
179.685	video	250	
179.695	video	47	
179.699	video	64	
179.701	video	40	
179.705	video	41	
179.714	video	111	
179.716	video	41	
179.72	video	102	
179.732	video	61	
179.734	gaming	68	
179.736	video	154	
179.739	video	73	
179.751	video	61	
179.754	video	59	
179.762	video	95	
179.767	video	250	
179.797	gaming	207	
179.822	voip	15	
179.852	gaming	154	
179.866	video	122	
179.869	video	47	
179.872	video	59	
179.875	video	44	
179.88	video	67	
179.891	video	81	
179.895	video	45	
179.906	gaming	128	
179.907	video	41	
179.918	video	130	
179.923	video	219	
179.924	video	42	
179.93	video	48	
179.937	video	53	
179.942	video	49	
179.946	video	157	
179.958	video	137	
179.96	gaming	129	
179.963	video	68	
179.967	video	105	
179.979	video	42	
179.982	video	54	
179.983	voip	15	
180.011	gaming	276	
180.078	gaming	109	
180.082	video	40	
180.087	video	62	
180.1	video	150	
180.103	video	61	
180.106	video	82	
180.111	video	62	
180.117	video	202	
180.121	video	116	
180.123	gaming	144	
180.124	video	40	
180.137	video	201	
180.143	video	250	
180.144	voip	40	
180.148	video	125	
180.151	video	52	
180.155	video	250	
180.166	video	52	
180.168	voip	40	
180.169	video	51	
180.172	gaming	110	
180.176	video	195	
180.178	video	87	
180.181	video	92	
180.186	video	82	
180.195	voip	40	
180.221	voip	40	
180.227	gaming	130	
180.247	voip	40	
180.273	voip	40	
180.286	video	69	
180.298	video	44	
180.299	gaming	87	
180.3	voip	40	
180.306	video	187	
180.308	video	47	
180.311	video	55	
180.317	video	73	
180.32	video	107	
180.322	video	92	
180.325	video	63	
180.326	voip	40	
180.337	video	53	
180.349	video	40	
180.352	voip	40	
180.362	gaming	212	
180.363	video	44	
180.369	video	40	
180.373	video	250	
180.375	video	41	
180.378	voip	40	
180.384	video	250	
180.39	video	250	
180.394	video	250	
180.4	video	45	
180.404	video	149	
180.405	voip	40	
180.42	gaming	105	
180.431	voip	40	
180.457	voip	40	
180.481	gaming	101	
180.483	voip	40	
180.503	video	69	
180.507	video	54	
180.509	voip	40	
180.51	video	52	
180.513	video	45	
180.517	video	78	
180.523	video	81	
180.526	video	76	
180.532	video	41	
180.534	gaming	97	
180.536	voip	40	
180.544	video	52	
180.558	video	203	
180.562	voip	40	
180.569	video	93	
180.572	video	129	
180.576	video	230	
180.583	video	41	
180.588	voip	40	
180.596	video	44	
180.609	video	76	
180.611	video	55	
180.614	voip	40	
180.62	gaming	167	
180.62	video	47	
180.627	video	43	
180.631	video	192	
180.641	voip	40	
180.667	voip	40	
180.675	gaming	93	
180.693	voip	40	
180.719	voip	40	
180.73	gaming	153	
180.73	video	53	
180.735	video	55	
180.74	video	48	
180.745	voip	40	
180.751	video	98	
180.753	video	44	
180.762	video	74	
180.768	video	119	
180.772	voip	40	
180.774	video	79	
180.777	video	67	
180.782	gaming	121	
180.791	video	242	
180.797	video	68	
180.798	voip	40	
180.8	video	99	
180.803	video	56	
180.806	video	67	
180.809	video	125	
180.812	video	101	
180.817	video	148	
180.819	video	42	
180.821	video	42	
180.824	video	74	
180.825	voip	40	
180.835	gaming	129	
180.85	voip	40	
180.877	voip	40	
180.889	gaming	174	
180.903	voip	40	
180.924	video	58	
180.929	video	72	
180.93	voip	40	
180.936	video	194	
180.938	video	51	
180.942	video	81	
180.947	video	206	
180.95	gaming	227	
180.951	video	135	
180.952	video	40	
180.955	voip	40	
180.957	video	111	
180.96	video	50	
180.963	video	40	
180.968	video	51	
180.971	video	78	
180.981	voip	40	
180.985	video	250	
180.989	video	56	
180.993	video	60	
181.005	video	74	
181.008	voip	40	
181.01	gaming	152	
181.011	video	120	
181.016	video	161	
181.02	video	85	
181.034	voip	40	
181.059	gaming	158	
181.06	voip	40	
181.086	voip	40	
181.113	voip	40	
181.119	video	59	
181.121	gaming	108	
181.125	video	162	
181.129	video	250	
181.132	video	117	
181.134	video	43	
181.139	voip	40	
181.146	video	50	
181.155	video	41	
181.164	video	72	
181.165	voip	40	
181.167	video	51	
181.172	gaming	170	
181.172	video	49	
181.175	video	88	
181.178	video	43	
181.186	video	56	
181.191	voip	15	
181.198	video	122	
181.21	video	51	
181.215	video	173	
181.217	video	60	
181.23	video	44	
181.238	gaming	167	
181.243	video	192	
181.247	video	81	
181.287	gaming	123	
181.347	video	80	
181.351	gaming	111	
181.352	voip	15	
181.361	video	250	
181.372	video	50	
181.381	video	44	
181.387	video	165	
181.39	video	249	
181.395	video	53	
181.403	video	109	
181.406	video	57	
181.412	video	66	
181.414	gaming	150	
181.418	video	46	
181.423	video	128	
181.425	video	40	
181.438	video	89	
181.441	video	99	
181.444	video	54	
181.456	video	52	
181.47	video	232	
181.474	video	250	
181.477	video	58	
181.483	gaming	234	
181.511	voip	15	
181.537	gaming	218	
181.577	video	47	
181.585	video	161	
181.587	video	46	
181.59	video	40	
181.594	gaming	158	
181.595	video	68	
181.598	video	41	
181.602	video	143	
181.605	video	74	
181.618	video	86	
181.625	video	57	
181.629	video	43	
181.632	video	43	
181.636	video	250	
181.639	video	250	
181.64	video	42	
181.645	video	113	
181.649	video	42	
181.653	video	40	
181.658	gaming	196	
181.666	video	91	
181.671	voip	15	
181.678	video	46	
181.726	gaming	176	
181.779	video	134	
181.781	video	41	
181.783	gaming	138	
181.791	video	47	
181.797	video	41	
181.8	video	139	
181.804	video	250	
181.806	video	41	
181.82	video	250	
181.822	video	69	
181.826	video	56	
181.831	voip	15	
181.834	video	245	
181.835	video	149	
181.838	video	118	
181.841	video	58	
181.845	video	250	
181.846	gaming	110	
181.849	video	44	
181.859	video	135	
181.862	video	50	
181.869	video	134	
181.872	video	46	
181.894	gaming	128	
181.944	gaming	236	
181.974	video	250	
181.98	video	131	
181.984	video	250	
181.987	video	41	
181.991	voip	15	
182	video	186	
182.001	gaming	84	
182.005	video	115	
182.007	video	43	
182.014	video	96	
182.017	video	47	
182.021	video	121	
182.024	video	70	
182.03	video	104	
182.033	video	49	
182.037	video	46	
182.048	video	111	
182.05	video	45	
182.054	video	187	
182.055	gaming	109	
182.058	video	250	
182.059	video	81	
182.063	video	41	
182.114	gaming	133	
182.151	voip	15	
182.163	video	59	
182.173	video	213	
182.174	gaming	128	
182.176	video	62	
182.189	video	146	
182.191	video	42	
182.195	video	131	
182.202	video	55	
182.205	video	45	
182.211	video	67	
182.214	video	45	
182.223	video	43	
182.225	gaming	216	
182.235	video	49	
182.239	video	57	
182.243	video	67	
182.248	video	114	
182.252	video	45	
182.259	video	200	
182.262	video	136	
182.267	video	151	
182.272	gaming	161	
182.277	video	250	
182.311	voip	15	
182.332	gaming	140	
182.375	video	45	
182.379	video	45	
182.385	video	237	
182.387	gaming	112	
182.388	video	51	
182.392	video	70	
182.399	video	48	
182.403	video	43	
182.414	video	135	
182.418	video	130	
182.422	video	250	
182.433	video	67	
182.438	video	40	
182.443	video	218	
182.446	gaming	181	
182.449	video	250	
182.452	video	126	
182.457	video	250	
182.467	video	250	
182.471	voip	15	
182.476	video	138	
182.479	video	128	
182.485	video	250	
182.498	gaming	171	
182.543	gaming	124	
182.584	video	44	
182.588	video	98	
182.593	gaming	131	
182.594	video	43	
182.601	video	250	
182.605	video	250	
182.615	video	250	
182.617	video	58	
182.619	video	69	
182.626	video	250	
182.63	video	51	
182.631	voip	15	
182.633	video	73	
182.638	video	250	
182.64	video	61	
182.646	video	80	
182.649	video	59	
182.652	gaming	86	
182.662	video	49	
182.665	video	50	
182.667	video	61	
182.672	video	54	
182.678	video	53	
182.713	gaming	105	
182.771	gaming	226	
182.779	video	224	
182.784	video	73	
182.787	video	63	
182.791	voip	40	
