flow_id,time_first_tx_s,time_first_rx_s,time_last_tx_s,time_last_rx_s,delay_sum_s,jitter_sum_s,last_delay_s,tx_bytes,rx_bytes,tx_packets,rx_packets,lost_packets,times_forwarded,duration,throughput_Mbps,src,dst,src_port,dst_port,protocol,mean_delay,mean-jitter,flow_5tuple
1,1.5008000000000001,1.70184,9.9992,10.4074,2306.76,2.8772800000000003,0.40824000000000005,959872,891520,7499,6965,534,0,8.906600000000001,0.8007724608717129,10.1.1.2,10.1.1.1,49153,9,17,0.33119310839913857,0.000413105527638191,10.1.1.2-10.1.1.1-49153-9-17
