flow_id,time_first_tx_s,time_first_rx_s,time_last_tx_s,time_last_rx_s,delay_sum_s,jitter_sum_s,last_delay_s,tx_bytes,rx_bytes,tx_packets,rx_packets,lost_packets,times_forwarded,duration,throughput_Mbps,src,dst,src_port,dst_port,protocol,mean_delay,mean-jitter,flow_5tuple
1,1.5008000000000001,1.80288,9.9992,10.7165,2525.48,5.385120000000001,0.71728,959872,522880,7499,4085,3414,0,9.2157,0.4539036643987977,10.1.1.2,10.1.1.1,49153,9,17,0.6182325581395349,0.0013182668298653611,10.1.1.2-10.1.1.1-49153-9-17
