FlowID,SourceIP,DestinationIP,SourcePort,DestinationPort,Protocol,TxPackets,RxPackets,TxBytes,RxBytes,LostPackets,TimesForwarded,DelaySum_s,JitterSum_s,TimeFirstTx_s,TimeLastTx_s,TimeFirstRx_s,TimeLastRx_s,MeanDelay(s),MeanJitter(s),MeanTxPktSize(bytes),MeanRxPktSize(bytes),txDuration(s),rxDuration(s),MeanTxBitrate(bps),MeanRxBitrate(bps),MeanHopCount,PacketLossRatio
1,10.1.1.1,10.1.1.2,49153,9,UDP,50,50,51400,51400,0,0,10.0412,0,2,2.49,2.20082,2.69082,0.200824,0,1028,1028,0.49,0.49,839184,839184,1,0,
2,10.1.1.2,10.1.1.1,9,49153,UDP,50,50,51400,51400,0,0,10.0412,0,2.20082,2.69082,2.40165,2.89165,0.200824,0,1028,1028,0.49,0.49,839184,839184,1,0,
