FlowID,SourceIP,DestinationIP,SourcePort,DestinationPort,Protocol,TxPackets,RxPackets,TxBytes,RxBytes,LostPackets,TimesForwarded,DelaySum_s,JitterSum_s,TimeFirstTx_s,TimeLastTx_s,TimeFirstRx_s,TimeLastRx_s,MeanDelay(s),MeanJitter(s),MeanTxPktSize(bytes),MeanRxPktSize(bytes),txDuration(s),rxDuration(s),MeanTxBitrate(bps),MeanRxBitrate(bps),MeanHopCount,PacketLossRatio
1,10.1.1.1,10.1.1.2,49153,9,UDP,27,27,41256,41256,0,0,16.8523,0,2,9.8,2.62416,10.4242,0.62416,0,1528,1528,7.8,7.8,42313.8,42313.8,1,0,
2,10.1.1.2,10.1.1.1,9,49153,UDP,25,25,38200,38200,0,0,15.604,0,2.62416,9.82416,3.24832,10.4483,0.62416,0,1528,1528,7.2,7.2,42444.4,42444.4,1,0,
