FlowID,SourceIP,DestinationIP,SourcePort,DestinationPort,Protocol,TxPackets,RxPackets,TxBytes,RxBytes,LostPackets,TimesForwarded,DelaySum_s,JitterSum_s,TimeFirstTx_s,TimeLastTx_s,TimeFirstRx_s,TimeLastRx_s,MeanDelay(s),MeanJitter(s),MeanTxPktSize(bytes),MeanRxPktSize(bytes),txDuration(s),rxDuration(s),MeanTxBitrate(bps),MeanRxBitrate(bps),MeanHopCount,PacketLossRatio
1,10.1.1.1,10.1.1.2,49153,9,UDP,40,40,61120,61120,0,0,24.2112,0.94224,2,5.9,2.13416,6.9764,0.60528,0.02416,1528,1528,3.9,4.84224,125374,100978,1,0,
2,10.1.1.2,10.1.1.1,9,49153,UDP,40,40,61120,61120,0,0,5.3664,0,2.13416,6.9764,2.26832,7.11056,0.13416,0,1528,1528,4.84224,4.84224,100978,100978,1,0,
