FlowID,SourceIP,DestinationIP,SourcePort,DestinationPort,Protocol,TxPackets,RxPackets,TxBytes,RxBytes,LostPackets,TimesForwarded,DelaySum_s,JitterSum_s,TimeFirstTx_s,TimeLastTx_s,TimeFirstRx_s,TimeLastRx_s,MeanDelay(s),MeanJitter(s),MeanTxPktSize(bytes),MeanRxPktSize(bytes),txDuration(s),rxDuration(s),MeanTxBitrate(bps),MeanRxBitrate(bps),MeanHopCount,PacketLossRatio
1,10.1.1.1,10.1.1.2,49153,9,UDP,14,14,14392,14392,0,0,3.03072,0,2,9.8,2.21648,10.0165,0.21648,0,1028,1028,7.8,7.8,14761,14761,1,0,
2,10.1.1.2,10.1.1.1,9,49153,UDP,13,13,13364,13364,0,0,2.81424,0,2.21648,9.41648,2.43296,9.63296,0.21648,0,1028,1028,7.2,7.2,14848.9,14848.9,1,0,
