FlowID,SourceIP,DestinationIP,SourcePort,DestinationPort,Protocol,TxPackets,RxPackets,TxBytes,RxBytes,LostPackets,TimesForwarded,DelaySum_s,JitterSum_s,TimeFirstTx_s,TimeLastTx_s,TimeFirstRx_s,TimeLastRx_s,MeanDelay(s),MeanJitter(s),MeanTxPktSize(bytes),MeanRxPktSize(bytes),txDuration(s),rxDuration(s),MeanTxBitrate(bps),MeanRxBitrate(bps),MeanHopCount,PacketLossRatio
1,10.1.1.1,10.1.1.2,49153,9,UDP,12,12,17136,17136,0,0,2.67456,0,2,9.7,2.22288,9.92288,0.22288,0,1428,1428,7.7,7.7,17803.6,17803.6,1,0,
2,10.1.1.2,10.1.1.1,9,49153,UDP,12,12,17136,17136,0,0,2.67456,0,2.22288,9.92288,2.44576,10.1458,0.22288,0,1428,1428,7.7,7.7,17803.6,17803.6,1,0,
