flow_id,time_first_tx_s,time_first_rx_s,time_last_tx_s,time_last_rx_s,delay_sum_s,jitter_sum_s,last_delay_s,tx_bytes,rx_bytes,tx_packets,rx_packets,lost_packets,times_forwarded,duration,throughput_Mbps,src,dst,src_port,dst_port,protocol,mean_delay,mean-jitter,flow_5tuple
1,1.5008000000000001,2.00101,9.9992,10.499400000000001,3751.0600000000004,0.0,0.500208,959872,959872,7499,7499,0,0,8.998600000000001,0.8533522992465493,10.1.1.2,10.1.1.1,49153,9,17,0.5002080277370317,0.0,10.1.1.2-10.1.1.1-49153-9-17
