FlowID,SourceIP,DestinationIP,SourcePort,DestinationPort,Protocol,TxPackets,RxPackets,TxBytes,RxBytes,LostPackets,TimesForwarded,DelaySum_s,JitterSum_s,TimeFirstTx_s,TimeLastTx_s,TimeFirstRx_s,TimeLastRx_s,MeanDelay(s),MeanJitter(s),MeanTxPktSize(bytes),MeanRxPktSize(bytes),txDuration(s),rxDuration(s),MeanTxBitrate(bps),MeanRxBitrate(bps),MeanHopCount,PacketLossRatio
1,10.1.1.1,10.1.1.2,49153,9,UDP,20,20,30560,30560,0,0,2.01655,0,2,9.6,2.10083,9.70083,0.100828,0,1528,1528,7.6,7.6,32168.4,32168.4,1,0,
2,10.1.1.2,10.1.1.1,9,49153,UDP,20,20,30560,30560,0,0,2.01655,0,2.10083,9.70083,2.20166,9.80166,0.100828,0,1528,1528,7.6,7.6,32168.4,32168.4,1,0,
