FlowID,SourceIP,DestinationIP,SourcePort,DestinationPort,Protocol,TxPackets,RxPackets,TxBytes,RxBytes,LostPackets,TimesForwarded,DelaySum_s,JitterSum_s,TimeFirstTx_s,TimeLastTx_s,TimeFirstRx_s,TimeLastRx_s,MeanDelay(s),MeanJitter(s),MeanTxPktSize(bytes),MeanRxPktSize(bytes),txDuration(s),rxDuration(s),MeanTxBitrate(bps),MeanRxBitrate(bps),MeanHopCount,PacketLossRatio
1,10.1.1.1,10.1.1.2,49153,9,UDP,16,16,16448,16448,0,0,0.813184,0,2,9.5,2.05082,9.55082,0.050824,0,1028,1028,7.5,7.5,17544.5,17544.5,1,0,
2,10.1.1.2,10.1.1.1,9,49153,UDP,16,16,16448,16448,0,0,0.813184,0,2.05082,9.55082,2.10165,9.60165,0.050824,0,1028,1028,7.5,7.5,17544.5,17544.5,1,0,
